abehinds,agoals,ascore,ateam,ateamid,complete,date,hbehinds,hgoals,hscore,hteam,hteamid,id,is_final,is_grand_final,localtime,round,roundname,timestr,tz,unixtime,updated,venue,winner,winnerteamid,year
13,17,115,Collingwood,4,100,"1993-03-26 20:08:00",17,13,95,"Western Bulldogs",18,22772,0,0,"1993-03-26 19:08:00",1,"Round 1",,+11:00,733136880,"2022-11-10 21:19:24",M.C.G.,Collingwood,4,1993
16,17,118,Fitzroy,19,100,"1993-03-27 14:00:00",10,17,112,Carlton,3,22774,0,0,"1993-03-27 13:00:00",1,"Round 1",,+11:00,733201200,"2022-11-10 21:19:24","Princes Park",Fitzroy,19,1993
4,11,70,Melbourne,11,100,"1993-03-27 14:00:00",15,13,93,Hawthorn,10,22775,0,0,"1993-03-27 13:00:00",1,"Round 1",,+11:00,733201200,"2022-11-10 21:19:24","Waverley Park",Hawthorn,10,1993
11,22,143,"Brisbane Lions",2,100,"1993-03-27 14:00:00",22,24,166,"North Melbourne",12,22773,0,0,"1993-03-27 13:00:00",1,"Round 1",,+11:00,733201200,"2022-11-10 21:19:24",M.C.G.,"North Melbourne",12,1993
16,16,112,"St Kilda",15,100,"1993-03-27 14:08:00",16,20,136,Geelong,7,22776,0,0,"1993-03-27 13:08:00",1,"Round 1",,+11:00,733201680,"2022-11-10 21:19:24","Kardinia Park",Geelong,7,1993
10,28,178,Adelaide,1,100,"1993-03-28 14:08:00",12,12,84,Richmond,14,22777,0,0,"1993-03-28 13:08:00",1,"Round 1",,+11:00,733288080,"2022-11-10 21:19:24",M.C.G.,Adelaide,1,1993
8,17,110,Essendon,5,100,"1993-03-28 14:15:00",21,17,123,"West Coast",17,22778,0,0,"1993-03-28 11:15:00",1,"Round 1",,+11:00,733288500,"2022-11-10 21:19:24",Subiaco,"West Coast",17,1993
14,11,80,"Brisbane Lions",2,100,"1993-04-02 19:38:00",18,18,126,Richmond,14,22820,0,0,"1993-04-02 18:38:00",2,"Round 2",,+11:00,733739880,"2022-11-10 21:19:24",M.C.G.,Richmond,14,1993
18,19,132,Carlton,3,100,"1993-04-03 14:00:00",12,20,132,Essendon,5,22821,0,0,"1993-04-03 13:00:00",2,"Round 2",,+11:00,733806000,"2022-11-10 21:19:24",M.C.G.,,,1993
13,15,103,"Western Bulldogs",18,100,"1993-04-03 14:00:00",17,13,95,Melbourne,11,22822,0,0,"1993-04-03 13:00:00",2,"Round 2",,+11:00,733806000,"2022-11-10 21:19:24","Princes Park","Western Bulldogs",18,1993
11,19,125,"North Melbourne",12,100,"1993-04-03 14:00:00",18,19,132,"St Kilda",15,22823,0,0,"1993-04-03 13:00:00",2,"Round 2",,+11:00,733806000,"2022-11-10 21:19:24","Waverley Park","St Kilda",15,1993
13,15,103,Geelong,7,100,"1993-04-03 14:08:00",11,17,113,Collingwood,4,22824,0,0,"1993-04-03 13:08:00",2,"Round 2",,+11:00,733806480,"2022-11-10 21:19:24","Victoria Park",Collingwood,4,1993
17,22,149,Hawthorn,10,100,"1993-04-04 14:15:00",20,12,92,Sydney,16,22825,0,0,"1993-04-04 13:15:00",2,"Round 2",,+11:00,733893300,"2022-11-10 21:19:24",S.C.G.,Hawthorn,10,1993
14,12,86,"West Coast",17,100,"1993-04-04 17:38:00",11,15,101,Adelaide,1,22826,0,0,"1993-04-04 16:08:00",2,"Round 2",,+11:00,733905480,"2022-11-10 21:19:24","Football Park",Adelaide,1,1993
17,14,101,"Western Bulldogs",18,100,"1993-04-10 14:00:00",14,14,98,Fitzroy,19,22799,0,0,"1993-04-10 13:00:00",3,"Round 3",,+11:00,734410800,"2022-11-10 21:19:24","Princes Park","Western Bulldogs",18,1993
16,13,94,Sydney,16,100,"1993-04-10 14:08:00",12,20,132,"St Kilda",15,22800,0,0,"1993-04-10 13:08:00",3,"Round 3",,+11:00,734411280,"2022-11-10 21:19:24","Waverley Park","St Kilda",15,1993
11,17,113,Melbourne,11,100,"1993-04-11 13:15:00",13,17,115,"Brisbane Lions",2,22801,0,0,"1993-04-11 12:15:00",3,"Round 3",,+11:00,734494500,"2022-11-10 21:19:24",Gabba,"Brisbane Lions",2,1993
