abehinds,agoals,ascore,ateam,ateamid,complete,date,hbehinds,hgoals,hscore,hteam,hteamid,id,is_final,is_grand_final,localtime,round,roundname,timestr,tz,unixtime,updated,venue,winner,winnerteamid,year
17,15,107,Melbourne,11,100,"1984-03-31 14:10:00",12,18,120,Collingwood,4,24132,0,0,"1984-03-31 13:10:00",1,"Round 1",,+11:00,449550600,"2022-11-17 09:53:59","Victoria Park",Collingwood,4,1984
9,15,99,Fitzroy,19,100,"1984-03-31 14:10:00",10,23,148,Geelong,7,24134,0,0,"1984-03-31 13:10:00",1,"Round 1",,+11:00,449550600,"2022-11-17 09:53:59","Kardinia Park",Geelong,7,1984
11,13,89,Sydney,16,100,"1984-03-31 14:10:00",22,17,124,Hawthorn,10,24136,0,0,"1984-03-31 13:10:00",1,"Round 1",,+11:00,449550600,"2022-11-17 09:53:59","Princes Park",Hawthorn,10,1984
13,31,199,Carlton,3,100,"1984-03-31 14:10:00",8,9,62,"North Melbourne",12,24131,0,0,"1984-03-31 13:10:00",1,"Round 1",,+11:00,449550600,"2022-11-17 09:53:59","Waverley Park",Carlton,3,1984
20,19,134,Essendon,5,100,"1984-03-31 14:10:00",13,14,97,"St Kilda",15,24133,0,0,"1984-03-31 13:10:00",1,"Round 1",,+11:00,449550600,"2022-11-17 09:53:59","Moorabbin Oval",Essendon,5,1984
17,11,83,Richmond,14,100,"1984-03-31 14:10:00",14,18,122,"Western Bulldogs",18,24135,0,0,"1984-03-31 13:10:00",1,"Round 1",,+11:00,449550600,"2022-11-17 09:53:59","Western Oval","Western Bulldogs",18,1984
14,7,56,"St Kilda",15,100,"1984-04-07 14:10:00",17,22,149,Collingwood,4,24215,0,0,"1984-04-07 13:10:00",2,"Round 2",,+11:00,450155400,"2022-11-17 09:54:00","Victoria Park",Collingwood,4,1984
14,17,116,Hawthorn,10,100,"1984-04-07 14:10:00",14,16,110,Essendon,5,24216,0,0,"1984-04-07 13:10:00",2,"Round 2",,+11:00,450155400,"2022-11-17 09:54:00","Windy Hill",Hawthorn,10,1984
11,9,65,"Western Bulldogs",18,100,"1984-04-07 14:10:00",9,16,105,Geelong,7,24217,0,0,"1984-04-07 13:10:00",2,"Round 2",,+11:00,450155400,"2022-11-17 09:54:00","Waverley Park",Geelong,7,1984
9,14,93,"North Melbourne",12,100,"1984-04-07 14:10:00",17,15,107,Richmond,14,24218,0,0,"1984-04-07 13:10:00",2,"Round 2",,+11:00,450155400,"2022-11-17 09:54:00",M.C.G.,Richmond,14,1984
