abehinds,agoals,ascore,ateam,ateamid,complete,date,hbehinds,hgoals,hscore,hteam,hteamid,id,is_final,is_grand_final,localtime,round,roundname,timestr,tz,unixtime,updated,venue,winner,winnerteamid,year
13,18,121,Geelong,7,100,"1992-03-21 14:10:00",15,21,141,Hawthorn,10,22877,0,0,"1992-03-21 13:10:00",1,"Round 1",,+11:00,701147400,"2022-11-10 21:19:26","Waverley Park",Hawthorn,10,1992
14,13,92,Carlton,3,100,"1992-03-21 19:40:00",8,10,68,"Brisbane Lions",2,22878,0,0,"1992-03-21 18:40:00",1,"Round 1",,+11:00,701167200,"2022-11-10 21:19:26",Carrara,Carlton,3,1992
12,17,114,"Western Bulldogs",18,100,"1992-03-22 14:10:00",15,12,87,Adelaide,1,22880,0,0,"1992-03-22 12:40:00",1,"Round 1",,+11:00,701233800,"2022-11-10 21:19:26","Football Park","Western Bulldogs",18,1992
9,17,111,Essendon,5,100,"1992-03-22 14:10:00",20,18,128,"St Kilda",15,22879,0,0,"1992-03-22 13:10:00",1,"Round 1",,+11:00,701233800,"2022-11-10 21:19:26","Waverley Park","St Kilda",15,1992
17,12,89,Hawthorn,10,100,"1992-03-28 14:10:00",13,17,115,Carlton,3,22964,0,0,"1992-03-28 13:10:00",2,"Round 2",,+11:00,701752200,"2022-11-10 21:19:26","Princes Park",Carlton,3,1992
10,13,88,"Brisbane Lions",2,100,"1992-03-28 14:10:00",16,23,154,Collingwood,4,22963,0,0,"1992-03-28 13:10:00",2,"Round 2",,+11:00,701752200,"2022-11-10 21:19:26","Victoria Park",Collingwood,4,1992
15,15,105,Geelong,7,100,"1992-03-28 14:10:00",11,17,113,Melbourne,11,22965,0,0,"1992-03-28 13:10:00",2,"Round 2",,+11:00,701752200,"2022-11-10 21:19:26",M.C.G.,Melbourne,11,1992
17,19,131,"North Melbourne",12,100,"1992-03-28 14:10:00",11,9,65,Richmond,14,22966,0,0,"1992-03-28 13:10:00",2,"Round 2",,+11:00,701752200,"2022-11-10 21:19:26","Waverley Park","North Melbourne",12,1992
18,22,150,Fitzroy,19,100,"1992-03-29 14:10:00",8,15,98,Essendon,5,22967,0,0,"1992-03-29 13:10:00",2,"Round 2",,+11:00,701838600,"2022-11-10 21:19:26",M.C.G.,Fitzroy,19,1992
11,14,95,"West Coast",17,100,"1992-03-29 14:10:00",14,14,98,Sydney,16,22969,0,0,"1992-03-29 13:10:00",2,"Round 2",,+11:00,701838600,"2022-11-10 21:19:26",S.C.G.,Sydney,16,1992
