abehinds,agoals,ascore,ateam,ateamid,complete,date,hbehinds,hgoals,hscore,hteam,hteamid,id,is_final,is_grand_final,localtime,round,roundname,timestr,tz,unixtime,updated,venue,winner,winnerteamid,year
21,15,111,Hawthorn,10,100,"1988-04-02 14:10:00",18,18,126,Carlton,3,23551,0,0,"1988-04-02 13:10:00",1,"Round 1",,+11:00,575953800,"2022-11-17 09:53:47","Princes Park",Carlton,3,1988
10,12,82,"North Melbourne",12,100,"1988-04-02 14:10:00",14,25,164,Essendon,5,23552,0,0,"1988-04-02 13:10:00",1,"Round 1",,+11:00,575953800,"2022-11-17 09:53:47","Windy Hill",Essendon,5,1988
20,14,104,"West Coast",17,100,"1988-04-02 14:10:00",17,11,83,Geelong,7,23553,0,0,"1988-04-02 13:10:00",1,"Round 1",,+11:00,575953800,"2022-11-17 09:53:47","Kardinia Park","West Coast",17,1988
17,11,83,Collingwood,4,100,"1988-04-03 14:10:00",15,10,75,"Brisbane Lions",2,23554,0,0,"1988-04-03 13:10:00",1,"Round 1",,+11:00,576040200,"2022-11-17 09:53:47",Carrara,Collingwood,4,1988
16,23,154,Melbourne,11,100,"1988-04-04 14:10:00",12,16,108,Richmond,14,23557,0,0,"1988-04-04 13:10:00",1,"Round 1",,+11:00,576126600,"2022-11-17 09:53:47",M.C.G.,Melbourne,11,1988
10,11,76,Sydney,16,100,"1988-04-04 14:10:00",6,16,102,"Western Bulldogs",18,23556,0,0,"1988-04-04 13:10:00",1,"Round 1",,+11:00,576126600,"2022-11-17 09:53:47","Waverley Park","Western Bulldogs",18,1988
16,17,118,"St Kilda",15,100,"1988-04-04 14:10:00",20,20,140,Fitzroy,19,23555,0,0,"1988-04-04 13:10:00",1,"Round 1",,+11:00,576126600,"2022-11-17 09:53:47","Princes Park",Fitzroy,19,1988
10,11,76,Essendon,5,100,"1988-04-08 19:40:00",19,26,175,"West Coast",17,23542,0,0,"1988-04-08 16:40:00",2,"Round 2",,+11:00,576492000,"2022-11-17 09:53:47",W.A.C.A.,"West Coast",17,1988
19,7,61,"Brisbane Lions",2,100,"1988-04-09 14:10:00",15,19,129,Carlton,3,23543,0,0,"1988-04-09 13:10:00",2,"Round 2",,+11:00,576558600,"2022-11-17 09:53:47","Princes Park",Carlton,3,1988
16,9,70,Fitzroy,19,100,"1988-04-09 14:10:00",12,15,102,Collingwood,4,23544,0,0,"1988-04-09 13:10:00",2,"Round 2",,+11:00,576558600,"2022-11-17 09:53:47","Victoria Park",Collingwood,4,1988
14,12,86,Richmond,14,100,"1988-04-09 14:10:00",15,26,171,Hawthorn,10,23547,0,0,"1988-04-09 13:10:00",2,"Round 2",,+11:00,576558600,"2022-11-17 09:53:47","Waverley Park",Hawthorn,10,1988
16,21,142,Geelong,7,100,"1988-04-09 14:10:00",7,20,127,"North Melbourne",12,23546,0,0,"1988-04-09 13:10:00",2,"Round 2",,+11:00,576558600,"2022-11-17 09:53:47",M.C.G.,Geelong,7,1988
8,13,86,Melbourne,11,100,"1988-04-09 14:10:00",12,9,66,"Western Bulldogs",18,23545,0,0,"1988-04-09 13:10:00",2,"Round 2",,+11:00,576558600,"2022-11-17 09:53:47","Western Oval",Melbourne,11,1988
13,7,55,"St Kilda",15,100,"1988-04-10 14:10:00",12,9,66,Sydney,16,23548,0,0,"1988-04-10 13:10:00",2,"Round 2",,+11:00,576645000,"2022-11-17 09:53:47",S.C.G.,Sydney,16,1988
13,23,151,Carlton,3,100,"1988-04-16 14:10:00",13,11,79,Essendon,5,23492,0,0,"1988-04-16 13:10:00",3,"Round 3",,+11:00,577163400,"2022-11-17 09:53:47","Windy Hill",Carlton,3,1988
15,13,93,Sydney,16,100,"1988-04-16 14:10:00",12,17,114,Hawthorn,10,23496,0,0,"1988-04-16 13:10:00",3,"Round 3",,+11:00,577163400,"2022-11-17 09:53:47","Princes Park",Hawthorn,10,1988
10,9,64,Geelong,7,100,"1988-04-16 14:10:00",18,9,72,Melbourne,11,23495,0,0,"1988-04-16 13:10:00",3,"Round 3",,+11:00,577163400,"2022-11-17 09:53:47",M.C.G.,Melbourne,11,1988
12,23,150,Collingwood,4,100,"1988-04-16 14:10:00",8,12,80,Richmond,14,23493,0,0,"1988-04-16 13:10:00",3,"Round 3",,+11:00,577163400,"2022-11-17 09:53:47","Waverley Park",Collingwood,4,1988
16,11,82,"North Melbourne",12,100,"1988-04-16 14:10:00",6,17,108,"St Kilda",15,23497,0,0,"1988-04-16 13:10:00",3,"Round 3",,+11:00,577163400,"2022-11-17 09:53:47","Moorabbin Oval","St Kilda",15,1988
15,7,57,Fitzroy,19,100,"1988-04-16 14:10:00",12,16,108,"Western Bulldogs",18,23494,0,0,"1988-04-16 13:10:00",3,"Round 3",,+11:00,577163400,"2022-11-17 09:53:47","Western Oval","Western Bulldogs",18,1988
18,29,192,"West Coast",17,100,"1988-04-17 14:10:00",14,10,74,"Brisbane Lions",2,23498,0,0,"1988-04-17 11:10:00",3,"Round 3",,+11:00,577249800,"2022-11-17 09:53:47",W.A.C.A.,"West Coast",17,1988
11,5,41,"Brisbane Lions",2,100,"1988-04-22 19:40:00",18,13,96,Melbourne,11,23610,0,0,"1988-04-22 18:40:00",4,"Round 4",,+11:00,577701600,"2022-11-17 09:53:47",M.C.G.,Melbourne,11,1988
7,8,55,"West Coast",17,100,"1988-04-23 14:10:00",16,13,94,Collingwood,4,23611,0,0,"1988-04-23 13:10:00",4,"Round 4",,+11:00,577768200,"2022-11-17 09:53:47","Victoria Park",Collingwood,4,1988
16,15,106,Fitzroy,19,100,"1988-04-23 14:10:00",18,17,120,Hawthorn,10,23612,0,0,"1988-04-23 13:10:00",4,"Round 4",,+11:00,577768200,"2022-11-17 09:53:47","Princes Park",Hawthorn,10,1988
9,13,87,"Western Bulldogs",18,100,"1988-04-23 14:10:00",11,19,125,"North Melbourne",12,23613,0,0,"1988-04-23 13:10:00",4,"Round 4",,+11:00,577768200,"2022-11-17 09:53:47","Waverley Park","North Melbourne",12,1988
22,24,166,Carlton,3,100,"1988-04-24 14:10:00",20,10,80,Sydney,16,23614,0,0,"1988-04-24 13:10:00",4,"Round 4",,+11:00,577854600,"2022-11-17 09:53:47",S.C.G.,Carlton,3,1988
17,24,161,Geelong,7,100,"1988-04-25 14:10:00",16,11,82,Richmond,14,23616,0,0,"1988-04-25 13:10:00",4,"Round 4",,+11:00,577941000,"2022-11-17 09:53:47",M.C.G.,Geelong,7,1988
7,14,91,Essendon,5,100,"1988-04-25 14:10:00",9,10,69,"St Kilda",15,23615,0,0,"1988-04-25 13:10:00",4,"Round 4",,+11:00,577941000,"2022-11-17 09:53:47","Moorabbin Oval",Essendon,5,1988
9,14,93,"Western Bulldogs",18,100,"1988-04-29 19:40:00",16,14,100,"West Coast",17,23603,0,0,"1988-04-29 16:40:00",5,"Round 5",,+11:00,578306400,"2022-11-17 09:53:47",W.A.C.A.,"West Coast",17,1988
