against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1853,269,263,0,2219,264,326,12,6,"North Melbourne",119.751753912574,20,56,1,14
1925,245,334,0,2290,280,326,10,6,Hawthorn,118.961038961039,20,56,2,14
1786,298,294,0,2118,248,304,3,7,Carlton,118.589025755879,20,52,3,13
1840,268,316,0,2044,262,288,4,7,Collingwood,111.086956521739,20,52,4,13
1978,286,275,0,1967,282,282,7,9,Geelong,99.4438827098079,20,44,5,11
2290,292,281,1,2117,333,306,15,9,"St Kilda",92.4454148471616,20,42,6,10
2174,284,300,1,2208,315,318,14,10,Richmond,101.563937442502,20,38,7,9
2166,276,274,0,2218,315,324,16,11,Sydney,102.400738688827,20,36,8,9
2142,294,291,0,2043,308,292,5,12,Essendon,95.3781512605042,20,32,9,8
2122,292,280,0,2086,305,301,19,13,Fitzroy,98.3034872761546,20,28,10,7
2229,273,247,0,2089,326,307,18,13,"Western Bulldogs",93.719156572454,20,28,11,7
2688,348,270,0,1794,390,254,11,16,Melbourne,66.7410714285714,20,16,12,4
