against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1604,212,288,0,1962,232,279,10,5,Hawthorn,122.319201995012,17,48,1,12
1579,223,219,0,1851,226,272,12,5,"North Melbourne",117.226092463585,17,48,2,12
1562,230,277,0,1777,222,250,4,6,Collingwood,113.764404609475,17,44,3,11
1596,258,243,0,1815,223,262,3,7,Carlton,113.721804511278,17,40,4,10
1831,247,261,1,1959,264,283,14,7,Richmond,106.990715456035,17,38,5,9
1844,242,235,0,1933,267,283,16,9,Sydney,104.826464208243,17,32,6,8
1643,251,239,0,1607,232,228,7,9,Geelong,97.8088861838101,17,32,7,8
1793,263,252,0,1746,255,249,5,9,Essendon,97.3786949247072,17,32,8,8
2088,246,248,1,1772,307,254,15,9,"St Kilda",84.8659003831418,17,30,9,7
1890,228,214,0,1840,277,271,18,10,"Western Bulldogs",97.3544973544974,17,28,10,7
1858,250,241,0,1807,268,261,19,11,Fitzroy,97.2551130247578,17,24,11,6
2283,297,230,0,1502,331,212,11,14,Melbourne,65.790626368813,17,12,12,3
