against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
863,113,158,0,1166,125,168,17,2,"West Coast",135.110081112399,11,36,1,9
902,116,145,0,1129,131,164,1,2,Adelaide,125.166297117517,11,36,2,9
882,144,142,0,1102,123,160,4,2,Collingwood,124.943310657596,11,36,3,9
807,123,123,0,1113,114,165,16,3,Sydney,137.918215613383,11,32,4,8
976,130,185,0,1331,141,191,10,4,Hawthorn,136.372950819672,12,32,5,8
855,123,171,0,1131,122,160,5,3,Essendon,132.280701754386,11,32,6,8
947,125,136,0,1054,137,153,7,4,Geelong,111.29883843717,11,28,7,7
1044,126,154,0,1270,153,186,15,6,"St Kilda",121.647509578544,12,24,8,6
985,145,160,0,1114,140,159,3,6,Carlton,113.096446700508,12,24,9,6
1050,132,163,0,1141,153,163,14,6,Richmond,108.666666666667,12,24,10,6
888,108,113,0,839,130,121,6,5,Fremantle,94.481981981982,11,24,11,6
1144,136,141,0,1149,168,168,12,6,"North Melbourne",100.437062937063,11,20,12,5
949,121,135,0,843,138,118,18,6,"Western Bulldogs",88.8303477344573,11,20,13,5
1097,143,120,0,954,159,139,13,8,"Port Adelaide",86.9644484958979,12,16,14,4
1053,141,109,0,889,152,130,2,7,"Brisbane Lions",84.4254510921178,11,16,15,4
1250,170,105,0,699,180,99,11,10,Melbourne,55.92,11,4,16,1
1273,169,91,0,637,184,91,9,10,"Greater Western Sydney",50.0392772977219,11,4,17,1
1377,195,109,0,781,197,112,8,12,"Gold Coast",56.717501815541,12,0,18,0
