against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,wins
1740,264,246,0,2202,246,326,4,5,Collingwood,126.551724137931,24,72,19
1846,220,293,0,2303,271,335,2,6,"Brisbane Lions",124.756229685807,24,68,18
2122,250,314,0,2294,312,330,13,8,"Port Adelaide",108.105560791706,25,68,17
1793,233,277,0,2203,260,321,11,9,Melbourne,122.866703848299,25,64,16
1836,270,287,1,2069,261,297,3,9,Carlton,112.690631808279,25,54,15
2032,298,280,0,2212,289,322,9,10,"Greater Western Sydney",108.858267716535,25,52,15
1748,248,226,0,1852,250,271,15,11,"St Kilda",105.949656750572,24,52,13
1937,245,270,1,2118,282,308,16,11,Sydney,109.34434692824,24,50,12
1766,230,263,0,1919,256,276,18,11,"Western Bulldogs",108.663646659117,23,48,12
1877,245,279,0,2193,272,319,1,12,Adelaide,116.835375599361,23,44,11
2050,250,236,0,1838,300,267,5,12,Essendon,89.6585365853659,23,44,11
1855,247,252,1,2088,268,306,7,12,Geelong,112.56064690027,23,42,10
1983,261,266,1,1856,287,265,14,12,Richmond,93.5955622793747,23,42,10
1898,224,209,0,1835,279,271,6,13,Fremantle,96.6807165437302,23,40,10
2006,242,249,0,1839,294,265,8,14,"Gold Coast",91.6749750747757,23,36,9
2101,235,228,0,1686,311,243,10,16,Hawthorn,80.2475011899096,23,28,7
2318,290,199,0,1657,338,243,12,20,"North Melbourne",71.4840379637619,23,12,3
2674,316,194,0,1418,393,204,17,20,"West Coast",53.0291697830965,23,12,3
