against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
868,124,148,0,1180,124,172,5,3,Essendon,135.944700460829,10,28,1,7
841,121,118,0,1054,120,156,11,3,Melbourne,125.326991676576,10,28,2,7
835,121,145,0,1027,119,147,17,3,"West Coast",122.994011976048,10,28,3,7
873,135,135,0,1065,123,155,4,3,Collingwood,121.993127147766,10,28,4,7
926,140,153,0,1131,131,163,15,4,"St Kilda",122.138228941685,10,24,5,6
906,138,139,0,1063,128,154,10,4,Hawthorn,117.328918322296,10,24,6,6
968,134,120,0,1002,139,147,3,5,Carlton,103.512396694215,10,20,7,5
900,138,141,0,927,127,131,18,5,"Western Bulldogs",103,10,20,8,5
1079,167,170,0,1070,152,150,7,5,Geelong,99.1658943466172,10,20,9,5
1107,153,162,0,906,159,124,14,6,Richmond,81.8428184281843,10,16,10,4
1136,152,157,0,1081,164,154,12,7,"North Melbourne",95.1584507042254,10,12,11,3
1099,145,146,0,794,159,108,19,7,Fitzroy,72.2474977252047,10,12,12,3
1216,160,134,0,866,176,122,16,7,Sydney,71.2171052631579,10,12,13,3
1164,150,110,0,752,169,107,2,8,"Brisbane Lions",64.6048109965636,10,8,14,2
