against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1364,236,228,1,1752,188,254,3,3,Carlton,128.445747800587,18,58,1,14
1691,275,256,0,1936,236,280,14,4,Richmond,114.488468361916,18,56,2,14
1391,227,232,1,1864,194,272,4,5,Collingwood,134.004313443566,18,50,3,12
1573,229,271,0,1879,224,268,10,6,Hawthorn,119.453273998729,18,48,4,12
1375,223,245,0,1631,192,231,15,7,"St Kilda",118.618181818182,18,44,5,11
1723,241,264,0,1854,247,265,5,7,Essendon,107.603017991875,18,44,6,11
1659,255,228,0,1590,234,227,18,8,"Western Bulldogs",95.8408679927667,18,40,7,10
1626,222,238,0,1600,234,227,19,10,Fitzroy,98.4009840098401,18,32,8,8
1568,224,235,0,1561,224,221,11,11,Melbourne,99.5535714285714,18,28,9,7
1951,259,222,0,1596,282,229,7,13,Geelong,81.8042029728344,18,20,10,5
1839,219,232,0,1240,270,168,16,16,Sydney,67.4279499728113,18,8,11,2
2036,272,231,0,1293,294,177,12,17,"North Melbourne",63.5068762278978,18,4,12,1
