against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
629,101,111,1,795,88,114,3,1,Carlton,126.391096979332,8,26,1,6
664,118,128,0,872,91,124,5,2,Essendon,131.325301204819,8,24,2,6
636,120,116,0,794,86,113,10,2,Hawthorn,124.842767295597,8,24,3,6
826,106,131,0,851,120,120,14,2,Richmond,103.026634382567,8,24,4,6
657,111,115,0,829,91,119,15,3,"St Kilda",126.179604261796,8,20,5,5
659,89,107,0,761,95,109,19,3,Fitzroy,115.477996965099,8,20,6,5
795,123,102,0,732,112,105,18,3,"Western Bulldogs",92.0754716981132,8,20,7,5
633,99,100,1,748,89,108,4,4,Collingwood,118.167456556082,8,14,8,3
728,104,111,0,699,104,98,11,5,Melbourne,96.0164835164835,8,12,9,3
793,109,115,0,571,114,76,16,6,Sydney,72.0050441361917,8,8,10,2
977,131,93,0,657,141,94,7,8,Geelong,67.2466734902764,8,0,11,0
944,122,104,0,632,137,88,12,8,"North Melbourne",66.9491525423729,8,0,12,0
