against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
545,95,110,0,710,75,100,10,1,Hawthorn,130.275229357798,7,24,1,6
557,89,96,1,696,78,100,3,1,Carlton,124.955116696589,7,22,2,5
558,96,103,0,757,77,109,15,2,"St Kilda",135.663082437276,7,20,3,5
603,105,116,0,776,83,110,5,2,Essendon,128.689883913765,7,20,4,5
742,100,106,0,760,107,109,14,2,Richmond,102.425876010782,7,20,5,5
598,82,96,0,642,86,91,19,3,Fitzroy,107.357859531773,7,16,6,4
739,109,88,0,652,105,94,18,3,"Western Bulldogs",88.2273342354533,7,16,7,4
553,85,86,1,692,78,101,4,3,Collingwood,125.135623869801,7,14,8,3
627,87,97,0,565,90,78,11,5,Melbourne,90.1116427432217,7,8,9,2
674,98,108,0,510,96,67,16,5,Sydney,75.6676557863502,7,8,10,2
848,110,91,0,571,123,80,12,7,"North Melbourne",67.3349056603774,7,0,11,0
843,117,76,0,556,121,80,7,7,Geelong,65.9549228944247,7,0,12,0
