against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1789,223,296,0,2084,261,298,17,5,"West Coast",116.48965902739,21,64,1,16
1546,208,277,0,2179,223,317,1,6,Adelaide,140.944372574386,21,60,2,15
1821,273,248,0,1928,258,280,6,7,Fremantle,105.875892366831,21,56,3,14
1805,251,252,1,2052,259,300,11,7,Melbourne,113.684210526316,21,54,4,13
1586,182,264,0,1962,234,283,16,8,Sydney,123.707440100883,21,52,5,13
1894,244,250,0,2206,275,326,4,8,Collingwood,116.473072861668,21,52,6,13
1695,237,250,0,1966,243,286,15,8,"St Kilda",115.988200589971,21,52,7,13
2048,290,256,0,2164,293,318,18,9,"Western Bulldogs",105.6640625,21,48,8,12
2072,290,253,0,1849,297,266,14,10,Richmond,89.2374517374517,21,44,9,11
1869,237,230,1,1910,272,280,7,10,Geelong,102.193686463349,21,42,10,10
2000,284,267,0,1839,286,262,13,13,"Port Adelaide",91.95,21,32,11,8
2068,280,201,0,1701,298,250,10,13,Hawthorn,82.2533849129594,21,32,12,8
2131,283,269,0,1787,308,253,2,14,"Brisbane Lions",83.8573439699671,21,28,13,7
2028,246,249,0,1683,297,239,12,14,"North Melbourne",82.9881656804734,21,28,14,7
2322,252,258,1,1896,345,273,5,17,Essendon,81.6537467700258,21,14,15,3
2279,281,241,1,1747,333,251,3,17,Carlton,76.6564282580079,21,14,16,3
