against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,wins
1959,243,325,0,2341,286,336,17,6,"West Coast",119.499744767739,23,68,17
1686,222,307,0,2407,244,350,1,6,Adelaide,142.76393831554,23,64,17
1969,307,265,0,2125,277,310,6,8,Fremantle,107.92280345353,23,60,15
1714,202,281,0,2183,252,317,16,8,Sydney,127.362893815636,23,56,15
1842,264,274,0,2146,263,312,15,9,"St Kilda",116.503800217155,23,56,14
2086,268,283,0,2425,303,357,4,9,Collingwood,116.251198465964,23,56,14
2029,277,274,1,2236,292,327,11,8,Melbourne,110.202069985214,23,54,14
2253,321,284,0,2432,322,358,18,9,"Western Bulldogs",107.944962272526,23,52,14
2245,307,266,0,1934,323,278,14,11,Richmond,86.1469933184855,22,44,11
2002,244,242,1,1982,293,290,7,11,Geelong,99.000999000999,22,42,10
2140,292,208,0,1834,308,271,10,13,Hawthorn,85.7009345794392,22,36,9
2151,297,285,0,1911,309,271,13,14,"Port Adelaide",88.8423988842399,22,32,8
2239,295,284,0,1844,324,260,2,15,"Brisbane Lions",82.358195623046,22,28,7
2167,265,260,0,1754,317,249,12,15,"North Melbourne",80.941393631749,22,28,7
2469,267,275,1,2021,367,291,5,18,Essendon,81.8550020251114,22,14,3
2415,291,249,1,1791,354,257,3,18,Carlton,74.1614906832298,22,14,3
