against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
907,133,178,0,1546,129,228,1,2,Adelaide,170.45203969129,14,48,1,12
1204,148,194,0,1382,176,198,17,3,"West Coast",114.784053156146,14,44,2,11
1238,182,174,0,1434,176,210,11,4,Melbourne,115.831987075929,14,40,3,10
1286,164,158,0,1502,187,224,4,5,Collingwood,116.796267496112,14,36,4,9
1336,190,171,0,1509,191,223,18,5,"Western Bulldogs",112.949101796407,14,36,5,9
1150,130,172,0,1348,170,196,16,6,Sydney,117.217391304348,14,32,6,8
1109,149,166,0,1294,160,188,15,6,"St Kilda",116.68169522092,14,32,7,8
1359,195,164,0,1184,194,170,14,6,Richmond,87.1228844738778,14,32,8,8
1313,179,155,0,1175,189,170,6,7,Fremantle,89.4897182025895,14,28,9,7
1285,163,142,0,1324,187,197,7,8,Geelong,103.035019455253,14,24,10,6
1446,180,179,0,1319,211,190,13,8,"Port Adelaide",91.2171507607192,14,24,11,6
1356,180,188,0,1256,196,178,2,9,"Brisbane Lions",92.6253687315634,14,20,12,5
1397,149,166,0,1174,208,168,12,9,"North Melbourne",84.0372226198998,14,20,13,5
1426,172,138,0,1140,209,167,10,9,Hawthorn,79.9438990182328,14,20,14,5
1475,191,160,0,1096,214,156,3,12,Carlton,74.3050847457627,14,8,15,2
1590,174,174,0,1194,236,170,5,13,Essendon,75.0943396226415,14,4,16,1
