against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1472,212,237,0,1899,210,277,13,4,"Port Adelaide",129.008152173913,19,60,1,15
1478,176,239,0,1901,217,277,1,6,Adelaide,128.619756427605,19,52,2,13
1620,234,246,1,1926,231,280,2,6,"Brisbane Lions",118.888888888889,19,50,3,12
1639,229,241,0,1969,235,288,4,7,Collingwood,120.134228187919,19,48,4,12
1627,205,197,0,1877,237,280,16,7,Sydney,115.365703749232,19,48,5,12
1786,214,233,0,1841,262,268,6,7,Fremantle,103.079507278835,19,48,6,12
1732,220,238,1,2038,252,300,17,7,"West Coast",117.667436489607,19,46,7,11
1751,215,218,0,1898,256,280,5,8,Essendon,108.395202741291,19,44,8,11
1986,228,220,1,1828,293,268,12,9,"North Melbourne",92.0443101711984,19,38,9,9
1765,211,191,0,1685,259,249,10,10,Hawthorn,95.4674220963173,19,36,10,9
1998,228,215,0,1769,295,259,15,10,"St Kilda",88.5385385385385,19,36,11,9
1784,224,199,0,1615,260,236,14,12,Richmond,90.5269058295964,19,28,12,7
1774,190,218,0,1586,264,228,7,13,Geelong,89.402480270575,19,24,13,6
1995,213,198,0,1650,297,242,11,14,Melbourne,82.7067669172932,19,20,14,5
2183,263,208,0,1582,320,229,3,15,Carlton,72.4690792487403,19,16,15,4
2295,255,219,1,1821,340,267,18,15,"Western Bulldogs",79.3464052287582,19,14,16,3
