against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
406,64,68,1,500,57,72,2,0,"Brisbane Lions",123.152709359606,5,18,1,4
405,63,55,0,493,57,73,14,1,Richmond,121.728395061728,5,16,2,4
418,58,68,0,536,60,78,17,2,"West Coast",128.22966507177,5,12,3,3
415,49,67,0,511,61,74,1,2,Adelaide,123.132530120482,5,12,4,3
475,73,57,0,543,67,81,5,2,Essendon,114.315789473684,5,12,5,3
429,57,56,0,470,62,69,13,2,"Port Adelaide",109.55710955711,5,12,6,3
468,60,59,0,479,68,70,4,2,Collingwood,102.350427350427,5,12,7,3
539,71,66,1,534,78,78,12,2,"North Melbourne",99.0723562152134,5,10,8,2
456,54,51,0,459,67,68,16,3,Sydney,100.657894736842,5,8,9,2
506,44,47,0,467,77,70,10,3,Hawthorn,92.2924901185771,5,8,10,2
529,55,65,0,461,79,66,6,3,Fremantle,87.1455576559546,5,8,11,2
512,56,53,0,443,76,65,15,3,"St Kilda",86.5234375,5,8,12,2
506,50,47,0,437,76,65,11,3,Melbourne,86.3636363636364,5,8,13,2
574,70,66,0,474,84,68,3,3,Carlton,82.5783972125435,5,8,14,2
564,60,59,0,503,84,74,18,4,"Western Bulldogs",89.1843971631206,5,4,15,1
503,59,59,0,395,74,56,7,4,Geelong,78.5288270377734,5,4,16,1
