against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1752,234,273,0,2229,253,326,13,4,"Port Adelaide",127.22602739726,22,72,1,18
1858,256,285,0,2259,267,329,4,7,Collingwood,121.582346609257,22,60,2,15
1882,256,285,1,2295,271,335,2,7,"Brisbane Lions",121.944739638682,22,58,3,14
1862,242,222,0,2142,270,320,16,8,Sydney,115.037593984962,22,56,4,14
2078,248,277,0,2143,305,311,6,8,Fremantle,103.128007699711,22,56,5,14
1754,224,254,0,2114,255,310,1,9,Adelaide,120.524515393387,22,52,6,13
1982,248,280,2,2326,289,341,17,8,"West Coast",117.356205852674,22,52,7,12
1960,244,258,0,2190,286,322,5,9,Essendon,111.734693877551,22,52,8,13
1999,235,235,0,2011,294,296,10,10,Hawthorn,100.600300150075,22,48,9,12
2223,255,271,1,2185,328,319,12,10,"North Melbourne",98.2905982905983,22,46,10,11
2187,261,253,0,2095,321,307,15,11,"St Kilda",95.7933241883859,22,44,11,11
2025,219,247,1,1819,301,262,7,14,Geelong,89.8271604938272,22,30,12,7
2078,266,226,0,1846,302,270,14,15,Richmond,88.8354186717998,22,28,13,7
2344,250,219,0,1899,349,280,11,17,Melbourne,81.0153583617747,22,20,14,5
2674,310,230,0,1784,394,259,3,18,Carlton,66.7165295437547,22,16,15,4
2693,311,244,1,2014,397,295,18,18,"Western Bulldogs",74.7864834756777,22,14,16,3
