against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
527,83,112,0,838,74,121,11,0,Melbourne,159.013282732448,9,36,1,9
628,94,83,0,953,89,145,2,1,"Brisbane Lions",151.751592356688,9,32,2,8
528,72,100,0,736,76,106,6,2,Fremantle,139.393939393939,9,28,3,7
726,90,104,0,830,106,121,3,2,Carlton,114.325068870523,9,28,4,7
676,100,100,0,850,96,125,16,3,Sydney,125.739644970414,9,24,5,6
651,93,106,0,760,93,109,15,3,"St Kilda",116.743471582181,9,24,6,6
687,75,126,0,834,102,118,7,4,Geelong,121.397379912664,9,20,7,5
765,123,95,0,899,107,134,14,4,Richmond,117.516339869281,9,20,8,5
700,88,105,0,765,102,110,18,5,"Western Bulldogs",109.285714285714,9,16,9,4
648,90,111,0,705,93,99,13,5,"Port Adelaide",108.796296296296,9,16,10,4
816,84,95,0,803,122,118,4,5,Collingwood,98.406862745098,9,16,11,4
735,93,94,0,700,107,101,8,5,"Gold Coast",95.2380952380952,9,16,12,4
835,109,94,0,760,121,111,10,6,Hawthorn,91.0179640718563,9,12,13,3
853,103,87,0,687,125,100,1,6,Adelaide,80.5392731535756,9,12,14,3
810,102,98,0,638,118,90,9,7,"Greater Western Sydney",78.7654320987654,9,8,15,2
922,106,99,0,687,136,98,5,7,Essendon,74.5119305856833,9,8,16,2
970,118,65,0,521,142,76,12,8,"North Melbourne",53.7113402061856,9,4,17,1
977,113,62,0,488,144,71,17,8,"West Coast",49.9488229273286,9,4,18,1
