against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
947,137,188,0,1322,135,189,11,3,Melbourne,139.598732840549,15,48,1,12
1040,122,198,0,1410,153,202,7,4,Geelong,135.576923076923,15,44,2,11
1181,161,155,0,1499,170,224,2,4,"Brisbane Lions",126.92633361558,15,44,3,11
1003,127,155,0,1217,146,177,6,4,Fremantle,121.335992023928,15,44,4,11
1170,156,172,0,1312,169,190,3,5,Carlton,112.136752136752,15,40,5,10
1198,136,173,0,1271,177,183,4,5,Collingwood,106.093489148581,15,40,6,10
1232,182,161,0,1451,175,215,14,6,Richmond,117.775974025974,15,36,7,9
1148,152,168,0,1344,166,196,16,6,Sydney,117.073170731707,15,36,8,9
1116,180,151,0,1207,156,176,15,6,"St Kilda",108.154121863799,15,36,9,9
1226,146,177,0,1419,180,207,18,7,"Western Bulldogs",115.742251223491,15,32,10,8
1175,167,170,0,1286,168,186,8,8,"Gold Coast",109.446808510638,15,28,11,7
1106,164,165,0,1149,157,164,13,8,"Port Adelaide",103.887884267631,15,28,12,7
1322,176,148,0,1228,191,180,9,10,"Greater Western Sydney",92.8895612708018,15,20,13,5
1365,153,156,0,1152,202,166,1,10,Adelaide,84.3956043956044,15,20,14,5
1432,172,152,0,1214,210,177,10,11,Hawthorn,84.7765363128492,15,16,15,4
1413,171,166,0,1138,207,162,5,11,Essendon,80.5378627034678,15,16,16,4
1670,176,120,0,954,249,139,17,13,"West Coast",57.125748502994,15,8,17,2
1643,203,106,0,814,240,118,12,14,"North Melbourne",49.5435179549604,15,4,18,1
