against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
580,88,128,0,938,82,135,11,0,Melbourne,161.724137931034,10,40,1,10
745,103,93,0,1065,107,162,2,2,"Brisbane Lions",142.953020134228,10,32,2,8
813,99,116,0,932,119,136,3,2,Carlton,114.637146371464,10,32,3,8
608,80,108,0,780,88,112,6,3,Fremantle,128.289473684211,10,28,4,7
720,108,112,0,850,102,123,15,3,"St Kilda",118.055555555556,10,28,5,7
734,80,142,0,916,109,129,7,4,Geelong,124.795640326975,10,24,6,6
778,112,109,0,937,111,138,16,4,Sydney,120.437017994859,10,24,7,6
813,129,109,0,979,114,145,14,4,Richmond,120.418204182042,10,24,8,6
787,97,121,0,871,115,125,18,5,"Western Bulldogs",110.673443456163,10,20,9,5
860,92,103,0,883,128,130,4,5,Collingwood,102.674418604651,10,20,10,5
730,106,116,0,752,104,106,13,6,"Port Adelaide",103.013698630137,10,16,11,4
841,109,103,0,787,122,114,8,6,"Gold Coast",93.5790725326992,10,16,12,4
947,119,103,0,877,138,129,10,6,Hawthorn,92.6082365364308,10,16,13,4
896,110,110,0,776,131,111,9,7,"Greater Western Sydney",86.6071428571429,10,12,14,3
943,109,102,0,756,139,109,1,7,Adelaide,80.16967126193,10,12,15,3
1002,120,105,0,735,147,105,5,8,Essendon,73.3532934131737,10,8,16,2
1070,134,70,0,574,156,84,12,9,"North Melbourne",53.6448598130841,10,4,17,1
1115,125,70,0,574,165,84,17,9,"West Coast",51.4798206278027,10,4,18,1
