against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1386,204,236,0,1898,197,277,16,5,Sydney,136.940836940837,19,56,1,14
1480,190,247,1,1777,215,255,2,6,"Brisbane Lions",120.067567567568,19,50,2,12
1404,192,214,1,1654,202,240,6,6,Fremantle,117.806267806268,19,50,3,12
1646,194,209,0,1859,242,275,3,7,Carlton,112.940461725395,19,48,4,12
1528,232,182,0,1706,216,254,9,7,"Greater Western Sydney",111.649214659686,19,48,5,12
1599,201,196,0,1744,233,258,7,7,Geelong,109.068167604753,19,48,6,12
1540,196,257,0,1643,224,231,13,7,"Port Adelaide",106.688311688312,19,48,7,12
1463,179,229,0,1753,214,254,18,8,"Western Bulldogs",119.822282980178,19,44,8,11
1527,195,197,0,1595,222,233,10,8,Hawthorn,104.45317616241,19,44,9,11
1663,193,198,1,1590,245,232,5,8,Essendon,95.6103427540589,19,42,10,10
1483,193,199,0,1501,215,217,11,9,Melbourne,101.213755900202,19,40,11,10
1638,198,211,2,1639,240,238,4,8,Collingwood,100.06105006105,19,40,12,9
1577,185,202,0,1594,232,232,8,10,"Gold Coast",101.077996195308,19,36,13,9
1420,208,185,0,1427,202,207,15,11,"St Kilda",100.492957746479,19,32,14,8
1560,222,194,1,1562,223,228,1,11,Adelaide,100.128205128205,19,30,15,7
1888,208,182,0,1286,280,184,17,16,"West Coast",68.114406779661,19,12,16,3
2063,245,126,0,1344,303,203,12,17,"North Melbourne",65.1478429471643,19,8,17,2
1950,228,199,0,1243,287,174,14,17,Richmond,63.7435897435897,19,8,18,2
