against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
601,103,109,0,913,83,134,16,1,Sydney,151.913477537438,9,32,1,8
687,99,98,0,854,98,126,7,2,Geelong,124.308588064047,9,28,2,7
752,104,91,1,739,108,108,5,2,Essendon,98.2712765957447,9,26,3,6
607,97,99,0,735,85,106,11,3,Melbourne,121.087314662273,9,24,4,6
731,101,96,0,882,105,131,9,3,"Greater Western Sydney",120.656634746922,9,24,5,6
731,89,124,0,820,107,116,13,3,"Port Adelaide",112.175102599179,9,24,6,6
787,85,102,0,858,117,126,3,3,Carlton,109.021601016518,9,24,7,6
736,82,111,1,795,109,114,4,3,Collingwood,108.016304347826,9,22,8,5
631,97,101,0,695,89,99,6,4,Fremantle,110.142630744849,9,20,9,5
718,76,104,0,758,107,109,8,4,"Gold Coast",105.571030640669,9,20,10,5
696,90,94,0,862,101,128,18,5,"Western Bulldogs",123.850574712644,9,16,11,4
698,128,91,1,709,95,103,1,5,Adelaide,101.575931232092,9,14,12,3
684,84,116,1,686,100,95,2,5,"Brisbane Lions",100.292397660819,9,14,13,3
695,95,97,0,667,100,95,15,6,"St Kilda",95.9712230215827,9,12,14,3
822,78,96,0,630,124,89,10,6,Hawthorn,76.6423357664234,9,12,15,3
868,112,84,0,618,126,89,17,7,"West Coast",71.1981566820276,9,8,16,2
881,119,92,0,578,127,81,14,8,Richmond,65.6072644721907,9,4,17,1
1085,131,65,0,611,159,91,12,9,"North Melbourne",56.3133640552995,9,0,18,0
