against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,wins
1624,232,228,0,1926,232,283,6,5,Fremantle,118.5960591133,23,68,18
1636,208,302,1,2426,238,354,17,5,"West Coast",148.288508557457,23,66,17
1644,234,272,0,2516,235,374,10,7,Hawthorn,153.041362530414,23,64,16
1647,249,272,0,2066,233,299,16,7,Sydney,125.440194292653,23,64,16
1673,263,254,0,2018,235,294,14,8,Richmond,120.621637776449,23,60,15
1934,230,259,0,2203,284,324,18,9,"Western Bulldogs",113.908996897622,23,56,14
1923,243,272,0,2216,280,324,1,8,Adelaide,115.236609464379,22,52,14
2025,261,259,0,2167,294,318,12,9,"North Melbourne",107.012345679012,23,52,14
1874,218,226,0,2002,276,296,13,10,"Port Adelaide",106.830309498399,22,48,12
1833,237,221,1,1853,266,272,7,9,Geelong,101.091107474086,21,46,11
1891,259,264,0,1872,272,268,9,11,"Greater Western Sydney",98.995240613432,22,44,11
1856,236,250,0,1972,270,287,4,12,Collingwood,106.25,22,40,10
2044,238,223,0,1573,301,225,11,15,Melbourne,76.9569471624266,22,28,7
2162,248,249,1,1695,319,241,15,15,"St Kilda",78.3996299722479,22,26,6
2134,262,224,0,1580,312,226,5,16,Essendon,74.0393626991565,22,24,6
2240,284,223,1,1633,326,235,8,17,"Gold Coast",72.9017857142857,22,18,4
2306,260,213,0,1557,341,224,2,18,"Brisbane Lions",67.5195143104944,22,16,4
2354,260,211,0,1525,349,219,3,18,Carlton,64.7833474936279,22,16,4
