against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
990,132,155,0,1271,143,186,6,2,Fremantle,128.383838383838,15,52,1,13
1029,129,200,0,1610,150,235,17,3,"West Coast",156.462585034014,15,48,2,12
1057,151,196,0,1684,151,248,10,4,Hawthorn,159.318826868496,15,44,3,11
1093,157,171,0,1293,156,187,16,4,Sydney,118.298261665142,15,44,4,11
1120,172,176,0,1262,158,181,14,5,Richmond,112.678571428571,15,40,5,10
1215,141,164,0,1286,179,187,18,6,"Western Bulldogs",105.843621399177,15,36,6,9
1279,169,197,0,1331,185,189,9,6,"Greater Western Sydney",104.065676309617,15,36,7,9
1183,163,175,0,1393,170,203,4,7,Collingwood,117.751479289941,15,32,8,8
1281,153,169,0,1321,188,192,1,6,Adelaide,103.12256049961,14,32,9,8
1383,183,165,0,1353,200,198,12,7,"North Melbourne",97.8308026030369,15,32,10,8
1263,171,139,0,1213,182,179,7,7,Geelong,96.0411718131433,14,28,11,7
1301,143,140,0,1268,193,188,13,9,"Port Adelaide",97.4634896233666,15,24,12,6
1431,171,164,0,1256,210,182,15,10,"St Kilda",87.7707896575821,15,20,13,5
1351,187,149,0,1067,194,153,5,10,Essendon,78.9785344189489,15,20,14,5
1364,170,153,0,1077,199,154,11,10,Melbourne,78.9589442815249,15,20,15,5
1527,183,149,0,1097,224,158,3,12,Carlton,71.8402095612312,15,12,16,3
1484,194,153,0,1089,215,156,8,13,"Gold Coast",73.3827493261456,15,8,17,2
1515,183,137,0,995,222,143,2,13,"Brisbane Lions",65.6765676567657,15,8,18,2
