against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1564,214,219,0,1857,225,273,6,5,Fremantle,118.734015345269,22,68,1,17
1572,198,290,1,2330,229,340,17,5,"West Coast",148.218829516539,22,66,2,16
1548,222,262,0,2452,221,365,10,6,Hawthorn,158.397932816537,22,64,3,16
1578,240,254,0,2006,223,292,16,6,Sydney,127.122940430925,22,64,4,16
1568,248,250,0,1930,220,280,14,7,Richmond,123.086734693878,22,60,5,15
1825,217,241,0,2101,268,310,18,8,"Western Bulldogs",115.123287671233,22,56,6,14
1821,225,259,0,2107,266,308,1,8,Adelaide,115.705656232839,21,52,7,13
1937,257,244,0,2062,280,303,12,9,"North Melbourne",106.453278265359,22,52,8,13
1874,218,226,0,2002,276,296,13,10,"Port Adelaide",106.830309498399,22,48,9,12
1833,237,221,1,1853,266,272,7,9,Geelong,101.091107474086,21,46,10,11
1891,259,264,0,1872,272,268,9,11,"Greater Western Sydney",98.995240613432,22,44,11,11
1856,236,250,0,1972,270,287,4,12,Collingwood,106.25,22,40,12,10
2044,238,223,0,1573,301,225,11,15,Melbourne,76.9569471624266,22,28,13,7
2162,248,249,1,1695,319,241,15,15,"St Kilda",78.3996299722479,22,26,14,6
2134,262,224,0,1580,312,226,5,16,Essendon,74.0393626991565,22,24,15,6
2240,284,223,1,1633,326,235,8,17,"Gold Coast",72.9017857142857,22,18,16,4
2306,260,213,0,1557,341,224,2,18,"Brisbane Lions",67.5195143104944,22,16,17,4
2354,260,211,0,1525,349,219,3,18,Carlton,64.7833474936279,22,16,18,4
