against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1068,150,165,0,1353,153,198,6,2,Fremantle,126.685393258427,16,56,1,14
1080,138,213,0,1713,157,250,17,3,"West Coast",158.611111111111,16,52,2,13
1092,162,207,0,1857,155,275,10,4,Hawthorn,170.054945054945,16,48,3,12
1196,170,180,0,1344,171,194,16,5,Sydney,112.374581939799,16,44,4,11
1202,182,194,0,1340,170,191,14,6,Richmond,111.480865224626,16,40,5,10
1301,149,178,0,1390,192,202,18,6,"Western Bulldogs",106.840891621829,16,40,6,10
1361,161,180,0,1446,200,211,1,6,Adelaide,106.245407788391,15,36,7,9
1421,191,179,0,1463,205,214,12,7,"North Melbourne",102.955665024631,16,36,8,9
1348,184,203,0,1373,194,195,9,7,"Greater Western Sydney",101.854599406528,16,36,9,9
1287,177,183,0,1479,185,216,4,8,Collingwood,114.918414918415,16,32,10,8
1305,177,154,0,1282,188,188,7,7,Geelong,98.2375478927203,15,32,11,8
1417,157,149,0,1397,210,208,13,9,"Port Adelaide",98.5885673959068,16,28,12,7
1477,181,175,0,1339,216,194,15,10,"St Kilda",90.6567366283006,16,24,13,6
1480,196,163,0,1183,214,170,5,11,Essendon,79.9324324324324,16,20,14,5
1447,181,163,0,1123,211,160,11,11,Melbourne,77.6088458880442,16,20,15,5
1700,194,160,0,1132,251,162,3,13,Carlton,66.5882352941177,16,12,16,3
1609,205,161,0,1169,234,168,8,14,"Gold Coast",72.6538222498446,16,8,17,2
1625,197,145,0,1033,238,148,2,14,"Brisbane Lions",63.5692307692308,16,8,18,2
