against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
122,20,28,0,220,17,32,3,0,Carlton,180.327868852459,2,8,1,2
120,18,35,0,203,17,28,5,0,Essendon,169.166666666667,2,8,2,2
151,19,27,0,201,22,29,17,0,"West Coast",133.112582781457,2,8,3,2
156,24,23,0,197,22,29,18,0,"Western Bulldogs",126.282051282051,2,8,4,2
154,28,29,0,185,21,26,14,0,Richmond,120.12987012987,2,8,5,2
163,31,23,0,185,22,27,12,0,"North Melbourne",113.496932515337,2,8,6,2
148,22,29,0,167,21,23,7,0,Geelong,112.837837837838,2,8,7,2
165,15,18,0,198,25,30,10,1,Hawthorn,120,2,4,8,1
226,22,22,0,196,34,29,2,1,"Brisbane Lions",86.7256637168142,2,4,9,1
181,37,29,0,167,24,23,6,2,Fremantle,92.2651933701657,2,0,10,0
182,26,28,0,160,26,22,16,2,Sydney,87.9120879120879,2,0,11,0
205,31,31,0,175,29,24,1,2,Adelaide,85.3658536585366,2,0,12,0
193,25,22,0,160,28,23,11,2,Melbourne,82.9015544041451,2,0,13,0
175,25,22,0,142,25,20,4,2,Collingwood,81.1428571428571,2,0,14,0
216,24,24,0,144,32,20,15,2,"St Kilda",66.6666666666667,2,0,15,0
237,33,10,0,94,34,14,19,2,Fitzroy,39.662447257384,2,0,16,0
