against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
38,2,16,0,112,6,16,5,0,Essendon,294.736842105263,1,4,1,1
70,4,7,0,127,11,20,10,0,Hawthorn,181.428571428571,1,4,2,1
75,9,13,0,121,11,18,17,0,"West Coast",161.333333333333,1,4,3,1
66,12,11,0,95,9,14,3,0,Carlton,143.939393939394,1,4,4,1
85,13,12,0,102,12,15,18,0,"Western Bulldogs",120,1,4,5,1
73,7,15,0,87,11,12,7,0,Geelong,119.178082191781,1,4,6,1
85,13,18,0,90,12,12,14,0,Richmond,105.882352941176,1,4,7,1
76,16,13,0,79,10,11,12,0,"North Melbourne",103.947368421053,1,4,8,1
79,13,16,0,76,11,10,1,1,Adelaide,96.2025316455696,1,0,9,0
90,18,13,0,85,12,12,6,1,Fremantle,94.4444444444444,1,0,10,0
87,15,7,0,73,12,11,11,1,Melbourne,83.9080459770115,1,0,11,0
102,12,13,0,85,15,12,16,1,Sydney,83.3333333333333,1,0,12,0
95,11,12,0,66,14,9,4,1,Collingwood,69.4736842105263,1,0,13,0
121,13,9,0,75,18,11,15,1,"St Kilda",61.9834710743802,1,0,14,0
127,7,4,0,70,20,11,2,1,"Brisbane Lions",55.1181102362205,1,0,15,0
112,16,2,0,38,16,6,19,1,Fitzroy,33.9285714285714,1,0,16,0
