against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
580,76,110,0,806,84,116,3,1,Carlton,138.965517241379,8,28,1,7
672,84,102,0,732,98,105,14,1,Richmond,108.928571428571,8,28,2,7
616,88,113,1,869,88,126,5,1,Essendon,141.071428571429,8,26,3,6
660,102,127,0,931,93,134,7,2,Geelong,141.060606060606,8,24,4,6
588,90,100,0,736,83,106,17,3,"West Coast",125.170068027211,8,20,5,5
741,99,94,0,730,107,106,12,3,"North Melbourne",98.5155195681511,8,20,6,5
641,95,77,0,659,91,97,10,4,Hawthorn,102.808112324493,8,16,7,4
850,112,91,0,691,123,100,18,4,"Western Bulldogs",81.2941176470588,8,16,8,4
777,111,106,0,832,111,121,16,5,Sydney,107.078507078507,8,12,9,3
819,111,110,0,800,118,115,6,5,Fremantle,97.6800976800977,8,12,10,3
661,103,101,0,611,93,85,1,5,Adelaide,92.4357034795764,8,12,11,3
864,96,102,0,768,128,111,2,5,"Brisbane Lions",88.8888888888889,8,12,12,3
767,101,95,1,695,111,100,4,5,Collingwood,90.612777053455,8,10,13,2
686,92,77,0,659,99,97,11,6,Melbourne,96.064139941691,8,8,14,2
912,114,79,0,619,133,90,19,6,Fitzroy,67.8728070175439,8,8,15,2
854,98,88,0,550,126,77,15,7,"St Kilda",64.4028103044496,8,4,16,1
