against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1303,163,251,1,1703,190,242,11,4,Melbourne,130.698388334612,20,62,1,15
1371,189,255,0,1893,197,273,18,5,"Western Bulldogs",138.074398249453,20,60,2,15
1304,212,219,0,1683,182,244,7,5,Geelong,129.064417177914,20,60,3,15
1383,213,202,0,1678,195,246,13,5,"Port Adelaide",121.330441070137,20,60,4,15
1455,195,232,0,1864,210,272,2,7,"Brisbane Lions",128.109965635739,20,52,5,13
1530,216,205,0,1759,219,259,16,7,Sydney,114.967320261438,20,52,6,13
1676,218,191,0,1601,243,235,17,10,"West Coast",95.5250596658711,20,40,7,10
1631,227,193,1,1573,234,230,9,10,"Greater Western Sydney",96.4438994481913,20,38,8,9
1696,208,211,0,1753,248,257,5,11,Essendon,103.360849056604,20,36,9,9
1591,211,207,0,1593,230,231,14,11,Richmond,100.125707102451,20,36,10,9
1662,216,212,0,1466,241,209,15,11,"St Kilda",88.2069795427196,20,36,11,9
1654,220,244,0,1450,239,201,6,11,Fremantle,87.6662636033857,20,36,12,9
1743,213,222,0,1626,255,234,3,12,Carlton,93.2874354561102,20,32,13,8
1629,231,205,0,1351,233,191,8,13,"Gold Coast",82.9343155310006,20,28,14,7
1792,202,174,1,1482,265,218,10,13,Hawthorn,82.7008928571429,20,26,15,6
1574,188,188,0,1436,231,208,4,14,Collingwood,91.2325285895807,20,24,16,6
1813,235,207,0,1455,263,208,1,14,Adelaide,80.253723110866,20,24,17,6
1886,248,187,1,1327,273,190,12,15,"North Melbourne",70.3605514316013,20,18,18,4
