against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
492,60,96,0,714,72,103,11,0,Melbourne,145.121951219512,8,32,1,8
528,78,109,0,793,75,114,18,1,"Western Bulldogs",150.189393939394,8,28,2,7
553,91,88,0,706,77,103,13,2,"Port Adelaide",127.667269439421,8,24,3,6
571,79,92,0,728,82,106,7,3,Geelong,127.495621716287,8,20,4,5
596,86,88,0,694,85,101,2,3,"Brisbane Lions",116.442953020134,8,20,5,5
660,102,87,0,723,93,106,16,3,Sydney,109.545454545455,8,20,6,5
676,82,78,0,738,99,110,17,3,"West Coast",109.171597633136,8,20,7,5
636,90,96,0,654,91,93,14,4,Richmond,102.830188679245,8,16,8,4
652,94,89,0,641,93,92,9,4,"Greater Western Sydney",98.3128834355828,8,16,9,4
673,91,104,0,632,97,88,6,4,Fremantle,93.9078751857355,8,16,10,4
734,86,85,0,607,108,87,15,4,"St Kilda",82.6975476839237,8,16,11,4
583,97,85,0,589,81,84,8,5,"Gold Coast",101.029159519726,8,12,12,3
747,87,99,0,711,110,102,3,5,Carlton,95.1807228915663,8,12,13,3
744,102,91,0,643,107,92,1,5,Adelaide,86.4247311827957,8,12,14,3
779,89,85,0,745,115,110,5,6,Essendon,95.6354300385109,8,8,15,2
684,66,73,0,601,103,88,4,6,Collingwood,87.8654970760234,8,8,16,2
763,97,69,0,561,111,82,10,6,Hawthorn,73.5255570117955,8,8,17,2
864,108,71,0,455,126,64,12,8,"North Melbourne",52.662037037037,8,0,18,0
