against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1024,130,186,0,1440,149,209,10,2,Hawthorn,140.625,12,40,1,10
1019,161,209,0,1739,143,255,7,3,Geelong,170.657507360157,12,36,2,9
956,146,156,0,966,135,135,11,3,Melbourne,101.046025104603,12,36,3,9
1053,171,145,0,1267,147,187,5,4,Essendon,120.322886989554,12,32,4,8
1113,153,174,0,1284,160,185,4,4,Collingwood,115.363881401617,12,32,5,8
1100,158,147,0,1167,157,170,12,5,"North Melbourne",106.090909090909,12,28,6,7
1334,164,151,0,1177,195,171,15,6,"St Kilda",88.2308845577211,12,24,7,6
1028,170,155,0,947,143,132,16,7,Sydney,92.1206225680934,12,20,8,5
1364,146,152,0,1136,203,164,19,7,Fitzroy,83.2844574780059,12,20,9,5
1206,168,152,0,1082,173,155,3,8,Carlton,89.7180762852405,12,16,10,4
1064,140,161,0,947,154,131,18,8,"Western Bulldogs",89.0037593984962,12,16,11,4
1339,181,161,0,1055,193,149,14,8,Richmond,78.790141896938,12,16,12,4
1335,183,124,0,940,192,136,2,9,"Brisbane Lions",70.4119850187266,12,12,13,3
1306,160,158,0,1094,191,156,17,10,"West Coast",83.7672281776417,12,8,14,2
