against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
901,115,168,0,1314,131,191,10,1,Hawthorn,145.837957824639,10,36,1,9
909,141,126,0,1182,128,176,5,2,Essendon,130.03300330033,10,32,2,8
813,129,139,0,877,114,123,11,2,Melbourne,107.872078720787,10,32,3,8
964,142,181,0,1561,137,230,7,3,Geelong,161.929460580913,10,28,4,7
963,123,145,0,1045,140,150,4,4,Collingwood,108.515057113188,10,24,5,6
1035,141,124,0,1078,149,159,12,4,"North Melbourne",104.154589371981,10,24,6,6
1200,144,133,0,1069,176,156,15,4,"St Kilda",89.0833333333333,10,24,7,6
893,149,133,0,835,124,117,16,6,Sydney,93.505039193729,10,16,8,4
1201,127,130,0,994,179,144,19,6,Fitzroy,82.7643630308077,10,16,9,4
905,119,142,0,808,131,111,18,7,"Western Bulldogs",89.2817679558011,10,12,10,3
1190,158,131,0,941,172,135,14,7,Richmond,79.0756302521008,10,12,11,3
1162,154,110,0,800,168,115,2,7,"Brisbane Lions",68.8468158347676,10,12,12,3
1109,149,130,0,946,160,136,3,8,Carlton,85.3020739404869,10,8,13,2
1113,135,134,0,908,163,129,17,9,"West Coast",81.581311769991,10,4,14,1
