against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
723,87,139,0,1087,106,158,10,1,Hawthorn,150.345781466113,8,28,1,7
684,96,119,0,899,98,130,4,2,Collingwood,131.432748538012,8,24,2,6
782,116,101,0,935,111,139,5,2,Essendon,119.565217391304,8,24,3,6
687,111,106,0,712,96,101,11,2,Melbourne,103.639010189229,8,24,4,6
799,115,146,0,1196,114,175,7,3,Geelong,149.687108886108,8,20,5,5
851,113,98,0,830,123,122,12,3,"North Melbourne",97.5323149236193,8,20,6,5
743,119,120,0,726,104,101,16,4,Sydney,97.7119784656797,8,16,7,4
920,98,107,0,803,137,116,19,4,Fitzroy,87.2826086956522,8,16,8,4
1025,119,102,0,852,151,125,15,4,"St Kilda",83.1219512195122,8,16,9,4
880,118,100,0,772,127,112,14,5,Richmond,87.7272727272727,8,12,10,3
722,98,115,0,637,104,87,18,6,"Western Bulldogs",88.2271468144044,8,8,11,2
882,126,89,0,611,126,87,2,6,"Brisbane Lions",69.2743764172336,8,8,12,2
885,111,108,0,720,129,102,17,7,"West Coast",81.3559322033898,8,4,13,1
869,125,102,0,672,124,95,3,7,Carlton,77.3302646720368,8,4,14,1
