against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
164,26,20,0,206,23,31,5,0,Essendon,125.609756097561,2,8,1,2
189,21,34,0,232,28,33,15,0,"St Kilda",122.751322751323,2,8,2,2
205,31,40,0,298,29,43,7,1,Geelong,145.365853658537,2,4,3,1
165,21,32,0,224,24,32,10,1,Hawthorn,135.757575757576,2,4,4,1
177,27,19,0,229,25,35,14,1,Richmond,129.378531073446,2,4,5,1
201,33,22,0,220,28,33,2,1,"Brisbane Lions",109.452736318408,2,4,6,1
223,19,27,0,243,34,36,19,1,Fitzroy,108.968609865471,2,4,7,1
229,25,28,0,220,34,32,18,1,"Western Bulldogs",96.0698689956332,2,4,8,1
215,29,26,0,200,31,29,4,1,Collingwood,93.0232558139535,2,4,9,1
205,25,22,0,184,30,27,11,1,Melbourne,89.7560975609756,2,4,10,1
196,22,34,0,154,29,20,16,1,Sydney,78.5714285714286,2,4,11,1
264,36,23,0,197,38,29,12,1,"North Melbourne",74.6212121212121,2,4,12,1
228,36,27,0,165,32,23,3,2,Carlton,72.3684210526316,2,0,13,0
287,29,26,0,176,43,25,17,2,"West Coast",61.3240418118467,2,0,14,0
