against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
393,57,84,0,594,56,85,10,1,Hawthorn,151.145038167939,5,16,1,4
424,64,80,0,518,60,73,16,1,Sydney,122.169811320755,5,16,2,4
390,60,65,0,467,55,67,11,1,Melbourne,119.74358974359,5,16,3,4
493,73,63,0,573,70,85,5,1,Essendon,116.227180527383,5,16,4,4
469,73,92,0,626,66,89,7,2,Geelong,133.475479744136,5,12,5,3
462,66,80,0,560,66,80,4,2,Collingwood,121.212121212121,5,12,6,3
610,58,75,0,567,92,82,19,2,Fitzroy,92.9508196721311,5,12,7,3
573,81,56,0,530,82,79,12,2,"North Melbourne",92.4956369982548,5,12,8,3
543,75,59,0,527,78,78,14,3,Richmond,97.0534069981584,5,8,9,2
618,78,65,0,533,90,78,15,3,"St Kilda",86.2459546925566,5,8,10,2
494,68,72,0,444,71,62,18,4,"Western Bulldogs",89.8785425101215,5,4,11,1
540,78,55,0,421,77,61,2,4,"Brisbane Lions",77.962962962963,5,4,12,1
609,63,66,0,456,91,65,17,4,"West Coast",74.8768472906404,5,4,13,1
608,86,68,0,410,87,57,3,5,Carlton,67.4342105263158,5,0,14,0
