against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1521,219,292,0,2302,217,335,10,2,Hawthorn,151.347797501644,19,68,1,17
1394,230,220,0,1900,194,280,5,4,Essendon,136.298421807748,19,60,2,15
1658,254,313,0,2533,234,370,7,5,Geelong,152.774427020507,19,56,3,14
1645,235,243,0,1617,235,229,11,6,Melbourne,98.2978723404255,19,52,4,13
1859,239,232,0,1834,270,267,19,8,Fitzroy,98.6551909628833,19,44,5,11
1776,240,280,0,1900,256,270,4,9,Collingwood,106.981981981982,19,40,6,10
1663,277,264,0,1626,231,227,16,10,Sydney,97.7751052315093,19,36,7,9
1898,266,257,0,1739,272,247,12,10,"North Melbourne",91.622760800843,19,36,8,9
1694,254,224,1,1646,240,237,3,10,Carlton,97.1664698937426,19,34,9,8
2116,250,233,0,1781,311,258,15,13,"St Kilda",84.1682419659735,19,24,10,6
1596,234,239,1,1367,227,188,18,13,"Western Bulldogs",85.6516290726817,19,22,11,5
1964,260,250,0,1594,284,224,17,14,"West Coast",81.1608961303462,19,20,12,5
2082,264,259,0,1573,303,219,14,14,Richmond,75.552353506244,19,20,13,5
2075,293,209,0,1529,297,220,2,14,"Brisbane Lions",73.6867469879518,19,20,14,5
