against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1748,248,332,0,2678,250,391,10,3,Hawthorn,153.203661327231,22,76,1,19
1705,271,260,0,2240,239,330,5,5,Essendon,131.378299120235,22,68,2,17
1987,301,366,0,2916,281,425,7,6,Geelong,146.75390035229,22,64,3,16
1944,270,280,0,1876,279,266,11,8,Melbourne,96.5020576131687,22,56,4,14
1964,278,320,0,2216,281,316,4,9,Collingwood,112.830957230143,22,52,5,13
2125,277,269,0,2069,308,300,19,10,Fitzroy,97.3647058823529,22,48,6,12
1958,320,309,0,1959,273,275,16,11,Sydney,100.051072522983,22,44,7,11
2079,303,259,1,1921,296,277,3,12,Carlton,92.4001924001924,22,38,8,9
2301,309,297,0,2061,332,294,12,13,"North Melbourne",89.5697522816167,22,36,9,9
2274,318,238,0,1792,326,259,2,14,"Brisbane Lions",78.8038698328936,22,32,10,8
2247,291,304,0,1948,326,274,17,15,"West Coast",86.6933689363596,22,28,11,7
2502,288,266,0,2108,369,307,15,15,"St Kilda",84.2525979216627,22,28,12,7
1855,283,276,1,1614,262,223,18,15,"Western Bulldogs",87.0080862533693,22,26,13,6
2434,316,297,0,1725,353,238,14,17,Richmond,70.8709942481512,22,20,14,5
