against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
433,73,82,0,742,60,110,5,0,Essendon,171.362586605081,6,24,1,6
573,57,80,0,686,86,101,7,0,Geelong,119.720767888307,6,24,2,6
479,71,86,0,656,68,95,13,1,"Port Adelaide",136.951983298539,6,20,3,5
483,57,66,0,648,71,97,16,1,Sydney,134.16149068323,6,20,4,5
531,75,73,0,685,76,102,10,1,Hawthorn,129.001883239171,6,20,5,5
482,68,64,0,538,69,79,6,2,Fremantle,111.618257261411,6,16,6,4
609,69,85,0,601,90,86,4,2,Collingwood,98.6863711001642,6,16,7,4
550,94,83,0,629,76,91,3,3,Carlton,114.363636363636,6,12,8,3
576,72,82,0,586,84,84,14,3,Richmond,101.736111111111,6,12,9,3
579,63,90,0,636,86,91,17,4,"West Coast",109.844559585492,6,8,10,2
590,74,73,0,601,86,88,12,4,"North Melbourne",101.864406779661,6,8,11,2
544,70,72,0,528,79,76,1,4,Adelaide,97.0588235294118,6,8,12,2
592,70,79,0,523,87,74,8,4,"Gold Coast",88.3445945945946,6,8,13,2
649,79,85,0,469,95,64,2,4,"Brisbane Lions",72.2650231124807,6,8,14,2
567,75,74,0,530,82,76,15,5,"St Kilda",93.4744268077601,6,4,15,1
624,78,52,0,454,91,67,18,5,"Western Bulldogs",72.7564102564103,6,4,16,1
840,96,51,0,471,124,70,11,5,Melbourne,56.0714285714286,6,4,17,1
792,96,60,0,510,116,75,9,6,"Greater Western Sydney",64.3939393939394,6,0,18,0
