against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1917,243,282,0,2268,279,331,12,6,"North Melbourne",118.30985915493,20,56,1,14
1816,208,260,0,2144,268,314,18,6,"Western Bulldogs",118.061674008811,20,56,2,14
1922,248,209,0,2081,279,312,16,7,Sydney,108.272632674298,20,52,3,13
1577,221,258,0,1974,226,286,1,8,Adelaide,125.174381737476,20,48,4,12
1604,224,250,0,1804,230,259,17,8,"West Coast",112.468827930175,20,48,5,12
1843,283,237,0,2043,260,301,5,8,Essendon,110.851871947911,20,48,6,12
1957,271,224,0,1994,281,295,15,8,"St Kilda",101.890648952478,20,48,7,12
1816,238,226,0,1762,263,256,11,8,Melbourne,97.0264317180617,20,48,8,12
1715,203,246,0,1806,252,260,14,9,Richmond,105.30612244898,20,44,9,11
1808,230,250,1,1720,263,245,13,11,"Port Adelaide",95.1327433628319,20,34,10,8
1762,226,225,0,1587,256,227,7,12,Geelong,90.0681044267877,20,32,11,8
1930,268,232,0,1798,277,261,4,13,Collingwood,93.160621761658,20,28,12,7
1962,246,232,0,1762,286,255,3,13,Carlton,89.8063200815494,20,28,13,7
2004,210,216,0,1608,299,232,6,13,Fremantle,80.2395209580838,20,28,14,7
1960,232,223,0,1759,288,256,10,14,Hawthorn,89.7448979591837,20,24,15,6
2207,281,262,1,1690,321,238,2,15,"Brisbane Lions",76.5745355686452,20,18,16,4
