against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
414,66,77,0,611,58,89,11,1,Melbourne,147.584541062802,6,20,1,5
516,72,106,0,736,74,105,17,2,"West Coast",142.635658914729,7,20,2,5
519,81,84,0,708,73,104,12,2,"North Melbourne",136.416184971098,6,16,3,4
613,55,82,0,700,93,103,1,2,Adelaide,114.192495921697,6,16,4,4
568,76,79,0,601,82,87,14,3,Richmond,105.80985915493,6,12,5,3
582,78,76,0,592,84,86,3,3,Carlton,101.718213058419,6,12,6,3
545,77,74,0,554,78,80,4,3,Collingwood,101.651376146789,6,12,7,3
642,96,88,0,652,91,94,7,3,Geelong,101.557632398754,6,12,8,3
612,72,86,0,566,90,80,18,3,"Western Bulldogs",92.483660130719,6,12,9,3
682,76,62,0,608,101,91,19,3,Fitzroy,89.1495601173021,6,12,10,3
681,81,79,0,553,100,79,10,3,Hawthorn,81.2041116005874,6,12,11,3
565,73,70,0,514,82,74,5,4,Essendon,90.9734513274336,6,8,12,2
756,90,73,0,589,111,86,2,5,"Brisbane Lions",77.9100529100529,7,8,13,2
761,89,64,0,556,112,82,15,4,"St Kilda",73.0617608409987,6,8,14,2
706,88,70,0,622,103,92,16,5,Sydney,88.1019830028329,6,4,15,1
