against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1236,192,248,0,1772,174,254,17,4,"West Coast",143.36569579288,18,56,1,14
1514,224,242,0,1940,215,283,3,5,Carlton,128.137384412153,18,52,2,13
1458,204,247,0,1873,209,271,12,6,"North Melbourne",128.463648834019,17,44,3,11
1588,214,211,0,1579,229,228,14,7,Richmond,99.4332493702771,17,40,4,10
1388,188,204,0,1686,200,247,11,8,Melbourne,121.469740634006,17,36,5,9
1667,233,225,0,1839,239,269,7,8,Geelong,110.317936412717,17,36,6,9
1588,190,219,0,1719,233,250,10,8,Hawthorn,108.249370277078,17,36,7,9
1523,179,236,0,1616,224,230,18,8,"Western Bulldogs",106.106369008536,17,36,8,9
1529,239,214,0,1534,215,220,4,8,Collingwood,100.327011118378,17,36,9,9
1724,218,207,0,1695,251,248,5,9,Essendon,98.3178654292343,18,36,10,9
1807,247,205,0,1591,260,231,2,9,"Brisbane Lions",88.0464858882125,18,36,11,9
1831,199,229,1,1591,272,227,1,10,Adelaide,86.8924085199345,18,30,12,7
1934,230,162,1,1332,284,195,15,12,"St Kilda",68.8728024819028,17,18,13,4
1861,229,182,0,1328,272,191,19,13,Fitzroy,71.3594841483074,17,16,14,4
1997,239,194,0,1550,293,226,16,14,Sydney,77.6164246369554,17,12,15,3
