against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
269,47,61,0,493,37,72,11,0,Melbourne,183.271375464684,4,16,1,4
338,56,64,0,532,47,78,12,1,"North Melbourne",157.396449704142,4,12,2,3
381,51,72,0,498,55,71,17,2,"West Coast",130.708661417323,5,12,3,3
503,47,69,0,579,76,85,1,2,Adelaide,115.109343936382,5,12,4,3
361,55,49,0,403,51,59,4,1,Collingwood,111.634349030471,4,12,5,3
549,63,48,0,516,81,78,19,2,Fitzroy,93.9890710382514,5,12,6,3
393,51,49,0,409,57,60,3,2,Carlton,104.071246819338,4,8,7,2
476,62,66,0,468,69,67,14,3,Richmond,98.3193277310924,5,8,8,2
546,78,72,0,528,78,76,7,3,Geelong,96.7032967032967,5,8,9,2
477,57,61,0,439,70,63,5,3,Essendon,92.0335429769392,5,8,10,2
563,65,72,0,480,83,68,18,3,"Western Bulldogs",85.2575488454707,5,8,11,2
549,63,58,0,430,81,62,2,3,"Brisbane Lions",78.3242258652095,5,8,12,2
606,72,63,0,465,89,67,10,3,Hawthorn,76.7326732673267,5,8,13,2
462,60,55,0,439,67,64,16,3,Sydney,95.021645021645,4,4,14,1
652,82,50,0,446,95,66,15,4,"St Kilda",68.4049079754601,5,4,15,1
