against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
643,97,134,0,920,91,131,17,2,"West Coast",143.079315707621,9,28,1,7
646,94,119,0,905,92,131,11,3,Melbourne,140.092879256966,9,24,2,6
817,121,141,0,1041,116,150,12,3,"North Melbourne",127.417380660955,9,24,3,6
903,141,130,0,1060,127,155,7,4,Geelong,117.386489479513,9,20,4,5
818,122,111,0,879,116,128,4,4,Collingwood,107.457212713936,9,20,5,5
849,117,124,0,898,122,129,3,4,Carlton,105.771495877503,9,20,6,5
906,108,122,0,938,133,136,10,4,Hawthorn,103.532008830022,9,20,7,5
816,114,106,0,820,117,119,5,4,Essendon,100.490196078431,9,20,8,5
953,89,111,0,939,144,138,1,4,Adelaide,98.5309548793284,9,20,9,5
895,109,125,0,809,131,114,18,5,"Western Bulldogs",90.391061452514,9,16,10,4
845,107,102,0,786,123,114,14,5,Richmond,93.0177514792899,8,12,11,3
979,115,98,0,824,144,121,19,6,Fitzroy,84.167517875383,9,12,12,3
1015,127,98,0,776,148,113,2,6,"Brisbane Lions",76.4532019704433,9,12,13,3
1056,132,93,0,741,154,108,15,6,"St Kilda",70.1704545454545,9,12,14,3
1069,133,112,0,874,156,127,16,7,Sydney,81.7586529466791,9,8,15,2
