against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
516,72,106,0,736,74,105,17,2,"West Coast",142.635658914729,7,20,1,5
508,76,90,0,702,72,102,11,2,Melbourne,138.188976377953,7,20,2,5
609,93,101,0,827,86,121,12,2,"North Melbourne",135.796387520525,7,20,3,5
713,113,103,0,817,100,119,7,3,Geelong,114.586255259467,7,16,4,4
623,89,87,0,681,89,99,4,3,Collingwood,109.309791332263,7,16,5,4
744,66,92,0,788,113,116,1,3,Adelaide,105.913978494624,7,16,6,4
689,89,91,0,727,100,106,3,3,Carlton,105.515239477504,7,16,7,4
748,88,95,0,719,110,104,10,3,Hawthorn,96.1229946524064,7,16,8,4
703,85,96,0,660,103,94,18,3,"Western Bulldogs",93.8833570412518,7,16,9,4
703,91,90,0,708,102,103,14,4,Richmond,100.711237553343,7,12,10,3
653,83,81,0,645,95,94,5,4,Essendon,98.7748851454824,7,12,11,3
801,93,74,0,698,118,104,19,4,Fitzroy,87.1410736579276,7,12,12,3
888,102,76,0,634,131,93,15,5,"St Kilda",71.3963963963964,7,8,13,2
922,106,80,0,656,136,96,2,6,"Brisbane Lions",71.1496746203905,8,8,14,2
871,103,87,0,693,128,101,16,6,Sydney,79.5637198622273,7,4,15,1
