against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1258,160,235,1,1699,183,244,4,3,Collingwood,135.055643879173,16,50,1,12
1252,184,221,0,1787,178,261,7,4,Geelong,142.731629392971,16,48,2,12
1117,145,173,0,1355,162,197,15,4,"St Kilda",121.307072515667,16,48,3,12
1383,183,216,0,1644,200,238,6,5,Fremantle,118.872017353579,16,44,4,11
1180,166,189,0,1575,169,231,18,6,"Western Bulldogs",133.474576271186,16,40,5,10
1286,182,183,0,1431,184,208,16,7,Sydney,111.275272161742,16,36,6,9
1327,193,206,0,1436,189,205,10,7,Hawthorn,108.214016578749,16,36,7,9
1441,187,186,0,1506,209,220,3,8,Carlton,104.510756419153,16,32,8,8
1562,182,190,0,1330,230,190,12,8,"North Melbourne",85.1472471190781,16,32,9,8
1433,179,189,0,1341,209,192,1,9,Adelaide,93.5799023028611,16,28,10,7
1434,228,164,1,1274,201,185,11,10,Melbourne,88.8423988842399,16,22,11,5
1695,189,199,0,1417,251,203,5,11,Essendon,83.598820058997,16,20,12,5
1614,228,183,0,1317,231,189,2,11,"Brisbane Lions",81.5985130111524,16,20,13,5
1564,202,167,0,1217,227,175,13,11,"Port Adelaide",77.8132992327366,16,20,14,5
1639,229,172,0,1216,235,174,14,11,Richmond,74.1915802318487,16,20,15,5
1678,214,178,0,1318,244,190,17,12,"West Coast",78.5458879618593,16,16,16,4
