against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
879,129,159,0,1341,125,197,7,2,Geelong,152.559726962457,11,36,1,9
928,106,161,0,1187,137,171,4,3,Collingwood,127.909482758621,11,32,2,8
774,102,111,0,969,112,143,15,3,"St Kilda",125.193798449612,11,32,3,8
982,124,153,0,1203,143,175,6,3,Fremantle,122.505091649695,11,32,4,8
950,134,133,0,1105,136,162,3,4,Carlton,116.315789473684,11,28,5,7
881,131,126,0,1050,125,154,18,5,"Western Bulldogs",119.182746878547,11,24,6,6
923,131,126,0,990,132,144,16,5,Sydney,107.258938244854,11,24,7,6
960,150,138,0,930,135,132,10,6,Hawthorn,96.875,11,20,8,5
1061,125,135,0,1005,156,145,5,6,Essendon,94.7219604147031,11,20,9,5
1071,153,144,0,1002,153,143,2,6,"Brisbane Lions",93.5574229691877,11,20,10,5
1039,145,129,0,885,149,126,13,6,"Port Adelaide",85.1780558229066,11,20,11,5
1165,127,127,0,883,173,126,12,6,"North Melbourne",75.793991416309,11,20,12,5
956,140,117,0,867,136,125,11,7,Melbourne,90.6903765690377,11,16,13,4
1081,139,129,0,903,157,129,17,8,"West Coast",83.5337650323774,11,12,14,3
1038,132,124,0,832,151,118,1,8,Adelaide,80.1541425818883,11,12,15,3
1207,163,119,0,743,174,104,14,10,Richmond,61.5575807787904,11,4,16,1
