against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1709,263,377,0,2333,241,326,4,4,Collingwood,136.512580456407,22,72,1,18
1911,273,298,0,2146,273,308,3,6,Carlton,112.297226582941,22,64,2,16
1532,266,324,0,1926,211,267,15,8,"St Kilda",125.718015665796,22,56,3,14
1828,268,276,0,1914,260,273,16,8,Sydney,104.704595185996,22,56,4,14
1903,307,245,0,1949,266,284,7,10,Geelong,102.417235943248,22,48,5,12
1998,264,295,0,2029,289,289,14,10,Richmond,101.551551551552,22,48,6,12
1894,262,288,0,1728,272,240,18,11,"Western Bulldogs",91.2354804646251,22,44,7,11
1986,282,260,0,2264,284,334,10,12,Hawthorn,113.997985901309,22,40,8,10
2155,295,292,0,1774,310,247,19,13,Fitzroy,82.3201856148492,22,36,9,9
2043,321,277,0,1705,287,238,11,16,Melbourne,83.4557023984337,22,24,10,6
2128,310,282,0,1734,303,242,5,16,Essendon,81.484962406015,22,24,11,6
1989,351,248,0,1574,273,221,12,18,"North Melbourne",79.1352438411262,22,16,12,4
