against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
845,119,188,0,1094,121,151,4,1,Collingwood,129.467455621302,10,36,1,9
813,117,147,0,897,116,125,16,4,Sydney,110.332103321033,10,24,2,6
927,129,96,0,984,133,148,7,4,Geelong,106.148867313916,10,24,3,6
860,110,146,0,860,125,119,18,4,"Western Bulldogs",100,10,24,4,6
730,136,141,0,921,99,130,15,5,"St Kilda",126.164383561644,10,20,5,5
1019,131,126,0,1020,148,149,3,5,Carlton,100.098135426889,10,20,6,5
1046,122,146,0,968,154,137,14,5,Richmond,92.5430210325048,10,20,7,5
905,155,124,0,826,125,117,5,6,Essendon,91.2707182320442,10,16,8,4
869,149,116,0,776,120,110,11,6,Melbourne,89.2980437284235,10,16,9,4
1034,134,147,0,789,150,107,19,6,Fitzroy,76.3056092843327,10,16,10,4
966,138,125,0,971,138,141,10,7,Hawthorn,100.517598343685,10,12,11,3
830,170,108,0,738,110,105,12,7,"North Melbourne",88.9156626506024,10,12,12,3
