against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,wins
1735,295,355,0,2383,240,338,10,5,Hawthorn,137.348703170029,22,68,17
1923,321,318,0,2436,267,353,3,7,Carlton,126.677067082683,23,64,16
1897,283,344,0,2192,269,308,12,8,"North Melbourne",115.550869794412,23,56,15
2072,320,372,0,2346,292,329,14,9,Richmond,113.223938223938,23,52,14
2189,275,316,0,2056,319,290,4,10,Collingwood,93.9241662859753,23,52,13
1954,310,362,0,1982,274,270,15,11,"St Kilda",101.4329580348,22,44,11
2076,312,264,0,1968,294,284,18,11,"Western Bulldogs",94.7976878612717,22,44,11
2451,321,284,0,2222,355,323,5,12,Essendon,90.656874745002,22,40,10
2142,336,309,0,2079,301,295,19,13,Fitzroy,97.0588235294118,22,36,9
2234,332,298,0,2092,317,299,11,13,Melbourne,93.6436884512086,22,36,9
2218,352,283,0,1735,311,242,7,15,Geelong,78.2236248872858,22,28,7
2398,346,298,0,1798,342,250,16,20,Sydney,74.9791492910759,22,8,2
