against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1099,205,240,0,1686,149,241,10,1,Hawthorn,153.412192902639,15,56,1,14
1203,183,219,0,1701,170,247,3,2,Carlton,141.39650872818,15,52,2,13
1362,204,245,0,1451,193,201,14,7,Richmond,106.534508076358,15,32,3,8
1301,203,242,0,1376,183,189,15,7,"St Kilda",105.76479631053,15,32,4,8
1311,183,202,0,1348,188,191,12,7,"North Melbourne",102.822273073989,15,32,5,8
1367,209,183,0,1341,193,193,18,7,"Western Bulldogs",98.0980248719824,15,32,6,8
1424,176,211,0,1297,208,181,4,7,Collingwood,91.0814606741573,15,32,7,8
1647,207,196,0,1522,240,221,5,8,Essendon,92.4104432301154,15,28,8,7
1631,233,198,0,1428,233,205,11,9,Melbourne,87.5536480686695,15,24,9,6
1481,233,190,0,1174,208,164,7,10,Geelong,79.2707629979743,15,20,10,5
1519,235,190,0,1408,214,203,19,11,Fitzroy,92.6925608953259,15,16,11,4
1582,244,199,0,1195,223,166,16,14,Sydney,75.5372945638432,15,4,12,1
