against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
872,140,189,0,1323,122,189,10,1,Hawthorn,151.720183486239,11,40,1,10
891,141,163,0,1243,125,180,3,1,Carlton,139.506172839506,11,40,2,10
1027,151,175,0,1111,146,156,14,5,Richmond,108.179162609542,11,24,3,6
1083,147,153,0,1113,156,160,5,5,Essendon,102.770083102493,11,24,4,6
1096,136,156,0,966,160,135,4,5,Collingwood,88.1386861313869,11,24,5,6
1005,135,145,0,1003,145,143,12,6,"North Melbourne",99.8009950248756,11,20,6,5
1024,154,181,0,943,145,127,15,6,"St Kilda",92.08984375,11,20,7,5
1030,166,130,0,946,144,136,18,6,"Western Bulldogs",91.8446601941748,11,20,8,5
1210,184,147,0,1107,171,160,11,6,Melbourne,91.4876033057851,11,20,9,5
1074,174,144,0,882,150,123,7,7,Geelong,82.122905027933,11,16,10,4
1114,166,141,0,1065,158,154,19,8,Fitzroy,95.6014362657092,11,12,11,3
1171,187,157,0,895,164,123,16,10,Sydney,76.4304013663535,11,4,12,1
