against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,wins
1806,306,365,0,2465,250,350,10,5,Hawthorn,136.489479512735,23,68,18
1994,338,326,0,2498,276,362,3,8,Carlton,125.275827482447,24,64,16
2038,304,371,0,2339,289,328,12,9,"North Melbourne",114.769381746811,25,56,16
2210,344,400,0,2476,311,346,14,10,Richmond,112.036199095023,25,52,15
2189,275,316,0,2056,319,290,4,10,Collingwood,93.9241662859753,23,52,13
1954,310,362,0,1982,274,270,15,11,"St Kilda",101.4329580348,22,44,11
2076,312,264,0,1968,294,284,18,11,"Western Bulldogs",94.7976878612717,22,44,11
2451,321,284,0,2222,355,323,5,12,Essendon,90.656874745002,22,40,10
2142,336,309,0,2079,301,295,19,13,Fitzroy,97.0588235294118,22,36,9
2234,332,298,0,2092,317,299,11,13,Melbourne,93.6436884512086,22,36,9
2218,352,283,0,1735,311,242,7,15,Geelong,78.2236248872858,22,28,7
2398,346,298,0,1798,342,250,16,20,Sydney,74.9791492910759,22,8,2
