against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
646,64,88,0,892,97,134,1,1,Adelaide,138.080495356037,7,24,1,6
597,87,95,0,737,85,107,9,2,"Greater Western Sydney",123.450586264657,7,20,2,5
648,96,70,0,790,92,120,7,2,Geelong,121.913580246914,7,20,3,5
605,83,71,0,683,87,102,17,2,"West Coast",112.892561983471,7,20,4,5
588,72,107,0,647,86,90,18,2,"Western Bulldogs",110.034013605442,7,20,5,5
596,80,83,0,653,86,95,14,2,Richmond,109.563758389262,7,20,6,5
561,69,97,0,793,82,116,13,3,"Port Adelaide",141.354723707665,7,16,7,4
633,75,107,0,689,93,97,15,3,"St Kilda",108.846761453397,7,16,8,4
681,75,77,0,569,101,82,6,3,Fremantle,83.553597650514,7,16,9,4
642,78,79,0,685,94,101,11,4,Melbourne,106.697819314642,7,12,10,3
752,80,75,0,705,112,105,8,4,"Gold Coast",93.75,7,12,11,3
695,95,76,0,610,100,89,5,4,Essendon,87.7697841726619,7,12,12,3
639,69,65,0,515,95,75,3,4,Carlton,80.5946791862285,7,12,13,3
693,87,77,0,671,101,99,12,5,"North Melbourne",96.8253968253968,7,8,14,2
604,82,96,0,546,87,75,4,5,Collingwood,90.3973509933775,7,8,15,2
798,90,81,0,555,118,79,10,5,Hawthorn,69.5488721804511,7,8,16,2
674,80,73,0,589,99,86,16,6,Sydney,87.3887240356083,7,4,17,1
840,114,59,0,563,121,84,2,6,"Brisbane Lions",67.0238095238095,7,4,18,1
