against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1187,161,180,1,1416,171,206,9,3,"Greater Western Sydney",119.292333614153,14,42,1,10
1179,141,187,0,1597,173,235,1,4,Adelaide,135.453774385072,14,40,2,10
1215,171,158,1,1376,174,203,7,4,Geelong,113.251028806584,14,38,3,9
1079,155,179,0,1211,154,172,14,5,Richmond,112.233549582947,14,36,4,9
1077,147,200,0,1418,155,203,13,6,"Port Adelaide",131.662024141133,14,32,5,8
1236,162,152,0,1370,179,203,11,6,Melbourne,110.84142394822,14,32,6,8
1218,168,163,0,1249,175,181,17,6,"West Coast",102.545155993432,14,32,7,8
1242,150,201,0,1227,182,171,15,6,"St Kilda",98.792270531401,14,32,8,8
1149,147,167,0,1241,167,179,16,7,Sydney,108.006962576153,14,28,9,7
1205,155,186,0,1164,175,163,18,7,"Western Bulldogs",96.597510373444,14,28,10,7
1287,195,158,0,1310,182,192,5,8,Essendon,101.787101787102,14,24,11,6
1425,171,158,0,1268,209,185,8,8,"Gold Coast",88.9824561403509,14,24,12,6
1407,177,141,0,1161,205,170,10,8,Hawthorn,82.5159914712154,14,24,13,6
1334,176,141,0,1071,193,155,6,8,Fremantle,80.2848575712144,14,24,14,6
1262,158,181,0,1225,184,174,4,9,Collingwood,97.068145800317,14,20,15,5
1239,153,123,0,1017,181,149,3,9,Carlton,82.0823244552058,14,20,16,5
1414,178,163,0,1309,206,191,12,10,"North Melbourne",92.5742574257426,14,16,17,4
1635,213,140,0,1160,237,170,2,11,"Brisbane Lions",70.9480122324159,14,12,18,3
