against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1676,206,280,1,2344,245,344,1,5,Adelaide,139.856801909308,21,62,1,15
1709,227,258,2,2022,247,294,9,5,"Greater Western Sydney",118.314803978935,21,60,2,14
1759,247,243,1,2031,252,298,7,6,Geelong,115.463331438317,21,58,3,14
1603,223,262,0,1870,230,268,14,7,Richmond,116.656269494697,21,56,4,14
1651,235,275,0,2033,236,293,13,8,"Port Adelaide",123.137492428831,21,52,5,13
1594,220,251,0,1955,229,284,16,8,Sydney,122.647427854454,21,52,6,13
1835,239,212,0,1952,266,290,11,9,Melbourne,106.376021798365,21,48,7,12
1912,268,258,0,2028,274,295,5,10,Essendon,106.066945606695,21,44,8,11
1787,251,226,0,1864,256,273,17,10,"West Coast",104.308897593733,21,44,9,11
1864,232,290,0,1844,272,259,15,10,"St Kilda",98.9270386266094,21,44,10,11
1814,230,285,0,1767,264,247,18,10,"Western Bulldogs",97.4090407938258,21,44,11,11
1965,237,217,1,1765,288,258,10,11,Hawthorn,89.8218829516539,21,38,12,9
1880,230,261,1,1845,275,264,4,12,Collingwood,98.1382978723404,21,34,13,8
2053,247,213,0,1515,301,217,6,13,Fremantle,73.7944471505114,21,32,14,8
1900,232,193,0,1537,278,224,3,15,Carlton,80.8947368421053,21,24,15,6
2176,274,212,0,1736,317,254,8,15,"Gold Coast",79.7794117647059,21,24,16,6
2185,265,227,0,1853,320,271,12,16,"North Melbourne",84.8054919908467,21,20,17,5
2396,308,208,0,1798,348,265,2,16,"Brisbane Lions",75.0417362270451,21,20,18,5
