against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1261,187,271,0,2305,179,339,4,1,Collingwood,182.791435368755,19,72,1,18
1467,195,255,0,2313,212,343,7,2,Geelong,157.668711656442,20,72,2,18
1404,186,240,0,2058,203,303,10,4,Hawthorn,146.581196581197,19,60,3,15
1536,210,275,1,2093,221,303,3,5,Carlton,136.263020833333,20,58,4,14
1507,163,265,0,1867,224,267,17,5,"West Coast",123.888520238885,19,56,5,14
1458,204,204,1,1602,209,233,15,8,"St Kilda",109.876543209877,19,42,6,10
1970,236,226,1,2020,289,299,5,9,Essendon,102.53807106599,20,42,7,10
1514,230,252,1,1596,214,224,16,9,Sydney,105.416116248349,19,38,8,9
1773,225,241,0,1633,258,232,6,10,Fremantle,92.1037789058094,19,36,9,9
1811,233,241,0,1789,263,258,12,11,"North Melbourne",98.7852015461071,19,32,10,8
2004,234,226,1,1648,295,237,11,11,Melbourne,82.2355289421158,19,30,11,7
1884,246,187,0,1729,273,257,18,12,"Western Bulldogs",91.7728237791932,19,28,12,7
2083,283,222,1,1740,300,253,14,12,Richmond,83.5333653384541,19,26,13,6
1863,261,196,0,1468,267,212,1,13,Adelaide,78.7976382179281,19,24,14,6
1930,250,196,0,1582,280,231,2,15,"Brisbane Lions",81.9689119170985,19,16,15,4
2383,253,217,0,1291,355,179,8,16,"Gold Coast",54.1754091481326,19,12,16,3
2282,278,160,0,1396,334,206,13,17,"Port Adelaide",61.1744084136722,19,8,17,2
