against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1046,140,184,0,1462,151,213,7,1,Geelong,139.770554493308,14,52,1,13
894,132,179,0,1517,127,223,4,1,Collingwood,169.686800894855,13,48,2,12
1058,134,197,1,1463,154,211,3,3,Carlton,138.2797731569,14,42,3,10
1101,153,178,0,1426,158,208,10,4,Hawthorn,129.518619436876,14,40,4,10
1026,120,187,0,1285,151,183,17,4,"West Coast",125.243664717349,13,36,5,9
1298,146,190,0,1270,192,180,6,6,Fremantle,97.8428351309707,14,32,6,8
1106,176,180,1,1134,155,159,16,6,Sydney,102.53164556962,14,30,7,7
1312,160,162,1,1410,192,208,5,7,Essendon,107.469512195122,14,26,8,6
1303,181,180,1,1290,187,185,11,7,Melbourne,99.0023023791251,14,26,9,6
1293,171,177,0,1347,187,195,12,8,"North Melbourne",104.176334106729,14,24,10,6
1306,172,141,0,1251,189,185,18,8,"Western Bulldogs",95.7886676875957,14,24,11,6
1105,151,139,1,1027,159,148,15,7,"St Kilda",92.9411764705882,13,22,12,5
1577,215,164,1,1364,227,200,14,8,Richmond,86.4933417882055,14,22,13,5
1372,202,135,0,1065,195,155,1,10,Adelaide,77.6239067055394,14,16,14,4
1399,181,138,0,1110,203,162,2,11,"Brisbane Lions",79.3423874195854,14,12,15,3
1593,213,129,0,1119,230,165,13,12,"Port Adelaide",70.2448210922787,14,8,16,2
1693,163,150,0,942,255,132,8,11,"Gold Coast",55.6408741878323,13,8,17,2
