against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
703,109,138,0,1038,99,150,7,0,Geelong,147.652916073969,10,40,1,10
695,107,127,0,1183,98,176,4,1,Collingwood,170.215827338129,10,36,2,9
768,108,139,0,1003,110,144,10,2,Hawthorn,130.598958333333,10,32,3,8
745,97,154,1,988,108,139,3,2,Carlton,132.61744966443,10,30,4,7
785,125,130,1,850,110,120,16,3,Sydney,108.28025477707,10,26,5,6
804,96,138,0,966,118,138,17,4,"West Coast",120.149253731343,10,24,6,6
846,120,118,1,1060,121,157,5,4,Essendon,125.295508274232,10,22,7,5
958,106,144,0,912,142,128,6,5,Fremantle,95.1983298538622,10,20,8,5
896,128,127,1,919,128,132,11,5,Melbourne,102.566964285714,10,18,9,4
1106,152,114,1,1002,159,148,14,5,Richmond,90.5967450271248,10,18,10,4
878,122,117,1,795,126,113,15,6,"St Kilda",90.5466970387244,10,14,11,3
970,130,134,0,908,140,129,12,7,"North Melbourne",93.6082474226804,10,12,12,3
1004,128,95,0,857,146,127,18,7,"Western Bulldogs",85.3585657370518,10,12,13,3
991,145,96,0,798,141,117,1,7,Adelaide,80.5247225025227,10,12,14,3
974,128,105,0,789,141,114,2,8,"Brisbane Lions",81.0061601642711,10,8,15,2
1248,174,102,0,852,179,125,13,9,"Port Adelaide",68.2692307692308,11,8,16,2
1220,116,113,0,671,184,93,8,7,"Gold Coast",55,9,8,17,2
