against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,wins
1792,244,333,0,2823,258,415,4,3,Collingwood,157.533482142857,25,80,22
1836,240,326,0,2882,266,426,7,3,Geelong,156.971677559913,25,76,22
1886,254,317,0,2609,272,382,10,6,Hawthorn,138.335100742312,25,72,19
2012,230,331,0,2467,297,356,17,7,"West Coast",122.614314115308,25,68,18
1888,256,336,1,2472,272,356,3,8,Carlton,130.932203389831,24,58,15
1759,259,250,1,1948,250,283,15,10,"St Kilda",110.744741330301,23,50,12
1914,282,313,1,2065,272,292,16,10,Sydney,107.889237199582,24,50,13
2366,284,264,1,2304,347,340,5,11,Essendon,97.3795435333897,23,46,11
2082,276,282,0,2106,301,304,12,12,"North Melbourne",101.152737752161,22,40,10
2155,283,224,0,2060,312,306,18,13,"Western Bulldogs",95.5916473317865,22,36,9
2155,271,267,0,1791,314,254,6,13,Fremantle,83.1090487238979,22,36,9
2396,314,269,1,2069,347,300,14,13,Richmond,86.3522537562604,22,34,8
2315,269,258,1,1974,341,286,11,13,Melbourne,85.2699784017279,22,34,8
2193,303,230,0,1742,315,252,1,15,Adelaide,79.4345645234838,22,28,7
2240,290,230,0,1814,325,264,2,18,"Brisbane Lions",80.9821428571429,22,16,4
2663,323,188,0,1718,390,255,13,19,"Port Adelaide",64.5137063462261,22,12,3
2726,290,250,0,1534,406,214,8,19,"Gold Coast",56.2729273661042,22,12,3
