against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1003,157,214,0,1762,141,258,4,1,Collingwood,175.67298105683,15,56,1,14
1246,166,207,0,1683,180,246,7,2,Geelong,135.072231139647,16,56,2,14
1164,162,187,0,1531,167,224,10,4,Hawthorn,131.529209621993,15,44,3,11
1252,166,225,1,1611,181,231,3,5,Carlton,128.674121405751,16,42,4,10
1196,134,206,0,1442,177,206,17,5,"West Coast",120.56856187291,15,40,5,10
1385,155,198,0,1368,205,195,6,6,Fremantle,98.7725631768953,15,36,6,9
1451,185,189,1,1599,211,235,5,7,Essendon,110.199862164025,16,34,7,8
1240,196,205,1,1327,174,187,16,7,Sydney,107.016129032258,16,34,8,8
1395,189,191,1,1403,201,202,11,7,Melbourne,100.573476702509,15,30,9,7
1219,163,150,1,1218,176,178,15,7,"St Kilda",99.9179655455291,15,30,10,7
1551,195,205,0,1519,226,219,12,9,"North Melbourne",97.9368149580916,16,28,11,7
1517,203,162,0,1458,219,216,18,9,"Western Bulldogs",96.1107448912327,16,28,12,7
1767,243,192,1,1500,254,218,14,10,Richmond,84.8896434634974,16,22,13,5
1456,214,148,0,1138,207,165,1,11,Adelaide,78.1593406593407,15,16,14,4
1637,203,161,0,1277,239,186,2,13,"Brisbane Lions",78.0085522296884,16,12,15,3
1869,195,175,0,1063,279,148,8,12,"Gold Coast",56.8753344034243,15,12,16,3
1815,231,142,0,1264,264,187,13,14,"Port Adelaide",69.6418732782369,16,8,17,2
