against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
610,100,105,0,879,85,129,17,1,"West Coast",144.098360655738,9,32,1,8
710,98,122,0,980,102,143,2,3,"Brisbane Lions",138.028169014085,9,24,2,6
863,101,98,0,998,127,150,12,3,"North Melbourne",115.643105446118,9,24,3,6
737,95,113,0,851,107,123,15,3,"St Kilda",115.468113975577,9,24,4,6
795,111,111,0,915,114,134,5,3,Essendon,115.094339622642,9,24,5,6
866,110,115,0,985,126,145,18,4,"Western Bulldogs",113.741339491917,9,20,6,5
1000,130,119,0,1007,145,148,7,4,Geelong,100.7,9,20,7,5
889,109,113,0,833,130,120,3,4,Carlton,93.7007874015748,9,20,8,5
956,128,103,0,901,138,133,14,5,Richmond,94.2468619246862,9,16,9,4
849,99,92,0,782,125,115,1,5,Adelaide,92.1083627797409,9,16,10,4
912,102,120,0,816,135,116,13,5,"Port Adelaide",89.4736842105263,9,16,11,4
884,104,115,0,775,130,110,11,5,Melbourne,87.6696832579185,9,16,12,4
969,117,117,0,849,142,122,16,5,Sydney,87.6160990712074,9,16,13,4
813,111,99,0,693,117,99,10,6,Hawthorn,85.239852398524,9,12,14,3
969,135,105,0,771,139,111,4,8,Collingwood,79.5665634674923,9,4,15,1
971,113,116,0,758,143,107,6,8,Fremantle,78.0638516992791,9,4,16,1
