against,behinds_against,behinds_for,draws,for,goals_against,goals_for,id,losses,name,percentage,played,pts,rank,wins
1012,154,170,0,1388,143,203,17,3,"West Coast",137.154150197628,14,44,1,11
1179,177,178,0,1438,167,210,5,3,Essendon,121.967769296014,14,44,2,11
1298,152,167,0,1499,191,222,12,3,"North Melbourne",115.485362095532,14,44,3,11
1246,178,181,1,1441,178,210,18,5,"Western Bulldogs",115.650080256822,14,34,4,8
1143,147,186,0,1422,166,206,2,6,"Brisbane Lions",124.409448818898,14,32,5,8
1214,146,182,0,1316,178,189,15,6,"St Kilda",108.40197693575,14,32,6,8
1453,181,183,0,1383,212,200,16,7,Sydney,95.1823812801101,14,28,7,7
1299,177,159,0,1215,187,176,3,7,Carlton,93.5334872979215,14,28,8,7
1344,156,185,0,1199,198,169,13,7,"Port Adelaide",89.2113095238095,14,28,9,7
1363,193,161,0,1295,195,189,14,8,Richmond,95.01100513573,14,24,10,6
1379,161,153,0,1275,203,187,1,8,Adelaide,92.4583031182016,14,24,11,6
1402,178,170,0,1232,204,177,11,8,Melbourne,87.8744650499287,14,24,12,6
1220,182,153,1,1065,173,152,10,8,Hawthorn,87.2950819672131,14,22,13,5
1627,187,183,0,1449,240,211,7,9,Geelong,89.059618930547,14,20,14,5
1494,174,179,0,1301,220,187,6,11,Fremantle,87.0816599732262,14,12,15,3
1472,206,159,0,1227,211,178,4,12,Collingwood,83.3559782608696,14,8,16,2
